,file,key,value
689,jobs.json,name,Ship Engineer
690,jobs.json,name,Shipping/Receiving Clerk
691,jobs.json,name,Shoe/Leather Worker
692,jobs.json,name,Shoe Machine Operator
693,jobs.json,name,Signal And Track Switch Repairer
694,jobs.json,name,Skincare Specialist
695,jobs.json,name,Meat Packer
696,jobs.json,name,Slot Supervisor
697,jobs.json,name,Social And Community Service Manager
698,jobs.json,name,Social And Human Service Assistant
699,jobs.json,name,Social Science Research Assistant
700,jobs.json,name,Social Scientist
701,jobs.json,name,Postsecondary Social Work Teacher
702,jobs.json,name,Sociologist
703,jobs.json,name,Postsecondary Sociology Teacher
704,jobs.json,name,Applications Software Developer
705,jobs.json,name,Systems Software Developer
706,jobs.json,name,Soil And Plant Scientist
707,jobs.json,name,Solar Photovoltaic Installer
708,jobs.json,name,Sound Engineering Technician
709,jobs.json,name,Special Education Teacher
710,jobs.json,name,Primary School Special Education Teacher
711,jobs.json,name,Middle School Special Education Teacher
712,jobs.json,name,Secondary School Special Education Teacher
713,jobs.json,name,Speech-Language Pathologist
714,jobs.json,name,Boiler Operator
715,jobs.json,name,Statistical Assistant
716,jobs.json,name,Statistician
717,jobs.json,name,Stock Clerk
718,jobs.json,name,Stonemason
719,jobs.json,name,Steel Worker
720,jobs.json,name,Structural Metal Fabricator
721,jobs.json,name,Substance Abuse And Behavioral Disorder Counselor
722,jobs.json,name,Subway/Streetcar Operator
723,jobs.json,name,Surgeon
724,jobs.json,name,Surgical Technologist
725,jobs.json,name,Survey Researcher
726,jobs.json,name,Mapping Technician
727,jobs.json,name,Surveyor
728,jobs.json,name,Switchboard Operator
729,jobs.json,name,Tailor
730,jobs.json,name,Tank Car/Truck/Ship Loader
731,jobs.json,name,Taper
732,jobs.json,name,Tax Collector
733,jobs.json,name,Tax Preparer
734,jobs.json,name,Taxi Driver/Chauffeur
735,jobs.json,name,Teacher Assistant
736,jobs.json,name,Team Assembler
737,jobs.json,name,Technical Writer
738,jobs.json,name,Telecom Equipment Installer/Repairer
739,jobs.json,name,Telecom Line Installer/Repairer
740,jobs.json,name,Telemarketer
741,jobs.json,name,Telephone Operator
742,jobs.json,name,Teller
743,jobs.json,name,Terrazzo Finisher
744,jobs.json,name,Textile Bleaching/Dyeing Machine Operator
745,jobs.json,name,Textile Cutting Machine Operator
746,jobs.json,name,Textile Knitting/Weaving Machine Operator
747,jobs.json,name,Textile Winding Machine Operator
748,jobs.json,name,Tile And Marble Setter
749,jobs.json,name,Timing Device Assembler
750,jobs.json,name,Tire Builder
751,jobs.json,name,Tire Repairer/Changer
752,jobs.json,name,Title Examiner
753,jobs.json,name,Tool And Die Maker
754,jobs.json,name,Tool Grinder
755,jobs.json,name,Tour Guide
756,jobs.json,name,Traffic Technician
757,jobs.json,name,Training And Development Manager
758,jobs.json,name,Training And Development Specialist
759,jobs.json,name,Transit And Railroad Police
760,jobs.json,name,Transportation Attendant
761,jobs.json,name,Transportation Inspector
762,jobs.json,name,Transportation Security Screener
763,jobs.json,name,Logistics Manager
764,jobs.json,name,Travel Agent
765,jobs.json,name,Travel Guide
766,jobs.json,name,Tree Trimmer
767,jobs.json,name,Referee
768,jobs.json,name,Upholsterer
769,jobs.json,name,Urban And Regional Planner
770,jobs.json,name,Usher
771,jobs.json,name,Veterinarian
772,jobs.json,name,Veterinary Assistant
773,jobs.json,name,Veterinary Technologist
774,jobs.json,name,Postsecondary Vocational Education Teacher
775,jobs.json,name,Waitstaff
776,jobs.json,name,Watch Repairer
777,jobs.json,name,Water/Wastewater Treatment Plant Operator
778,jobs.json,name,Web Developer
779,jobs.json,name,Weigher/Measurer
780,jobs.json,name,Welder/Cutter/Solderer
781,jobs.json,name,Welding/Soldering/Brazing Machine Operator
782,jobs.json,name,Wellhead Pumper
783,jobs.json,name,Retail Buyer
784,jobs.json,name,Wind Turbine Service Technician
785,jobs.json,name,Woodworking Machine Operator
786,jobs.json,name,Typist
787,jobs.json,name,Writer
788,jobs.json,name,Zoologist
789,programs.json,KEY,Educational Services
790,programs.json,name,Emergency Medical Technology/Technician (EMT Paramedic)
791,programs.json,name,"Education, General"
792,programs.json,name,Law
793,programs.json,name,"Educational Leadership and Administration, General"
794,programs.json,name,Social Work
795,programs.json,name,"Educational Leadership and Administration, General"
796,programs.json,name,"Educational Leadership and Administration, General"
797,programs.json,name,Curriculum and Instruction
798,programs.json,name,"Special Education and Teaching, General"
799,programs.json,name,"Special Education and Teaching, General"
800,programs.json,name,"Special Education and Teaching, General"
801,programs.json,name,Teaching English as a Second or Foreign Language/ESL Language Instructor
802,programs.json,name,Library and Information Science
803,programs.json,name,Library and Information Science
804,programs.json,name,Educational/Instructional Technology
805,programs.json,name,Truck and Bus Driver/Commercial Vehicle Operator and Instructor
806,programs.json,name,Financial Planning and Services
807,programs.json,name,Library and Archives Assisting
808,programs.json,name,"Business Administration and Management, General"
809,programs.json,name,"Biology/Biological Sciences, General"
810,programs.json,name,"Psychology, General"
811,programs.json,name,Mechanical Engineering
812,programs.json,name,"Biology/Biological Sciences, General"
813,programs.json,name,"Biology/Biological Sciences, General"
814,programs.json,name,Accounting
815,programs.json,name,Speech Communication and Rhetoric
816,programs.json,name,"Art/Art Studies, General"
817,programs.json,name,"Political Science and Government, General"
818,programs.json,name,"Computer and Information Sciences, General"
819,programs.json,name,"English Language and Literature, General"
820,programs.json,name,"Economics, General"
821,programs.json,name,Sociology
822,programs.json,name,Sociology
823,programs.json,name,Sport and Fitness Administration/Management
824,programs.json,name,Elementary Education and Teaching
825,programs.json,name,"Mathematics, General"
826,programs.json,name,"History, General"
827,programs.json,name,"Mathematics, General"
828,programs.json,name,Physical Education Teaching and Coaching
829,programs.json,name,Spanish Language and Literature
830,programs.json,name,Bible/Biblical Studies
831,programs.json,name,"Animal Sciences, General"
832,programs.json,name,"Chemistry, General"
833,programs.json,name,"Human Development and Family Studies, General"
834,programs.json,name,Environmental Science
835,programs.json,name,Jewish/Judaic Studies
836,programs.json,name,Child Development
837,programs.json,name,Interior Design
838,programs.json,name,Biochemistry
839,programs.json,name,Anthropology
840,programs.json,name,"Geology/Earth Science, General"
841,programs.json,name,"Physics, General"
842,programs.json,name,"Natural Resources/Conservation, General"
843,programs.json,name,Geography
844,programs.json,name,Geography
845,programs.json,name,"Microbiology, General"
846,programs.json,name,Agricultural Teacher Education
847,programs.json,name,Agricultural Teacher Education
848,programs.json,name,"Atmospheric Sciences and Meteorology, General"
849,programs.json,name,Astronomy
850,programs.json,name,Registered Nursing/Registered Nurse
851,programs.json,name,Criminal Justice/Safety Studies
852,programs.json,name,"Social Sciences, General"
853,programs.json,name,Early Childhood Education and Teaching
854,programs.json,name,"Social Sciences, General"
855,programs.json,name,"Administrative Assistant and Secretarial Science, General"
856,programs.json,name,Natural Sciences
857,programs.json,name,Biology Technician/Biotechnology Laboratory Technician
858,programs.json,KEY,Government
859,programs.json,name,Law
860,programs.json,name,Law
861,programs.json,name,Law
862,programs.json,name,Law
863,programs.json,name,Law
864,programs.json,name,Social Work
865,programs.json,name,Public Administration
866,programs.json,name,"Engineering, General"
867,programs.json,name,Management Science
868,programs.json,name,"City/Urban, Community and Regional Planning"
869,programs.json,name,Environmental Health
870,programs.json,name,Machine Tool Technology/Machinist
871,programs.json,name,General Office Occupations and Clerical Services
872,programs.json,name,Geographic Information Science and Cartography
873,programs.json,name,Data Processing and Data Processing Technology/Technician
874,programs.json,name,Construction/Heavy Equipment/Earthmoving Equipment Operation
875,programs.json,name,Railroad and Railway Transportation
876,programs.json,name,Building/Home/Construction Inspection/Inspector
877,programs.json,name,Legal Administrative Assistant/Secretary
878,programs.json,name,"Business Administration and Management, General"
879,programs.json,name,"Biology/Biological Sciences, General"
880,programs.json,name,"Computer and Information Sciences, General"
881,programs.json,name,"Political Science and Government, General"
882,programs.json,name,Mechanical Engineering
883,programs.json,name,Accounting
884,programs.json,name,"Computer and Information Sciences, General"
885,programs.json,name,"Economics, General"
886,programs.json,name,Criminal Justice/Safety Studies
887,programs.json,name,"Finance, General"
888,programs.json,name,Criminal Justice/Safety Studies
889,programs.json,name,"Mathematics, General"
890,programs.json,name,"History, General"
891,programs.json,name,"Chemistry, General"
892,programs.json,name,Environmental Science
893,programs.json,name,Anthropology
894,programs.json,name,"Geology/Earth Science, General"
895,programs.json,name,"Wildlife, Fish and Wildlands Science and Management"
896,programs.json,name,"Wildlife, Fish and Wildlands Science and Management"
897,programs.json,name,Forensic Science and Technology
898,programs.json,name,Environmental/Environmental Health Engineering
899,programs.json,name,"Sales, Distribution, and Marketing Operations, General"
900,programs.json,name,Insurance
901,programs.json,name,Naval Architecture and Marine Engineering
902,programs.json,name,Agricultural and Food Products Processing
903,programs.json,name,"Business Administration and Management, General"
904,programs.json,name,Criminal Justice/Police Science
905,programs.json,name,Criminal Justice/Police Science
906,programs.json,name,Criminal Justice/Police Science
907,programs.json,name,Legal Assistant/Paralegal
908,programs.json,name,"Electrical, Electronic and Communications Engineering Technology/Technician"
909,programs.json,name,Fire Science/Fire-fighting
910,programs.json,name,Fire Science/Fire-fighting
911,programs.json,name,Fire Science/Fire-fighting
912,programs.json,name,Occupational Safety and Health Technology/Technician
913,programs.json,name,"Corrections and Criminal Justice, Other"
914,programs.json,name,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician"
915,programs.json,name,Construction Engineering Technology/Technician
916,programs.json,name,Community Organization and Advocacy
917,programs.json,name,"Science Technologies/Technicians, Other"
918,programs.json,name,Fire Services Administration
919,programs.json,name,Surveying Technology/Surveying
920,programs.json,name,Surveying Technology/Surveying
921,programs.json,name,Forest Technology/Technician
922,programs.json,name,Air Traffic Controller
923,programs.json,KEY,Health Care and Social Assistance
924,programs.json,name,Health/Health Care Administration/Management
925,programs.json,name,Social Work
926,programs.json,name,Social Work
927,programs.json,name,Social Work
928,programs.json,name,Social Work
929,programs.json,name,Medicine
930,programs.json,name,Medicine
931,programs.json,name,Family Practice Nurse/Nursing
932,programs.json,name,"Special Education and Teaching, General"
933,programs.json,name,Counselor Education/School Counseling and Guidance Services
934,programs.json,name,Physical Therapy/Therapist
935,programs.json,name,Physician Assistant
936,programs.json,name,Occupational Therapy/Therapist
937,programs.json,name,Mental Health Counseling/Counselor
938,programs.json,name,Dentistry
939,programs.json,name,Epidemiology
940,programs.json,name,Chiropractic
941,programs.json,name,Acupuncture and Oriental Medicine
942,programs.json,name,Nurse Anesthetist
943,programs.json,name,Homeland Security
944,programs.json,name,Podiatric Medicine/Podiatry
945,programs.json,name,Nurse Midwife/Nursing Midwifery
946,programs.json,name,Orthotist/Prosthetist
947,programs.json,name,Traditional Chinese Medicine and Chinese Herbology
948,programs.json,name,Genetic Counseling/Counselor
949,programs.json,name,Nursing Assistant/Aide and Patient Care Assistant/Aide
950,programs.json,name,Emergency Medical Technology/Technician (EMT Paramedic)
951,programs.json,name,Accounting Technology/Technician and Bookkeeping
952,programs.json,name,Medical Office Assistant/Specialist
953,programs.json,name,Phlebotomy Technician/Phlebotomist
954,programs.json,name,General Office Occupations and Clerical Services
955,programs.json,name,Medication Aide
956,programs.json,name,Home Health Aide/Home Attendant
957,programs.json,name,Home Health Aide/Home Attendant
958,programs.json,name,Sterile Processing Technology/Technician
959,programs.json,name,Renal/Dialysis Technologist/Technician
960,programs.json,name,Rehabilitation Aide
961,programs.json,name,Rehabilitation Aide
962,programs.json,name,Orthodontics/Orthodontology
963,programs.json,name,Magnetic Resonance Imaging (MRI) Technology/Technician
964,programs.json,name,Oral/Maxillofacial Surgery
965,programs.json,name,Medical/Clinical Assistant
966,programs.json,name,Licensed Practical/Vocational Nurse Training
967,programs.json,name,Dental Assisting/Assistant
968,programs.json,name,Ophthalmic Technician/Technologist
969,programs.json,name,"Psychology, General"
970,programs.json,name,"Psychology, General"
971,programs.json,name,Kinesiology and Exercise Science
972,programs.json,name,Biochemistry
973,programs.json,name,Spanish Language and Literature
974,programs.json,name,Audiology/Audiologist and Speech-Language Pathology/Pathologist
975,programs.json,name,Dietetics/Dietitian
976,programs.json,name,Audiology/Audiologist and Speech-Language Pathology/Pathologist
977,programs.json,name,"Physics, General"
978,programs.json,name,Dietetics/Dietitian
979,programs.json,name,"Human Resources Management/Personnel Administration, General"
980,programs.json,name,Bioengineering and Biomedical Engineering
981,programs.json,name,Clinical Laboratory Science/Medical Technology/Technologist
982,programs.json,name,Vocational Rehabilitation Counseling/Counselor
983,programs.json,name,Therapeutic Recreation/Recreational Therapy
984,programs.json,name,Nuclear Medical Technology/Technologist
985,programs.json,name,Registered Nursing/Registered Nurse
986,programs.json,name,"Business Administration and Management, General"
987,programs.json,name,Radiologic Technology/Science - Radiographer
988,programs.json,name,Respiratory Care Therapy/Therapist
989,programs.json,name,Dental Hygiene/Hygienist
990,programs.json,name,Respiratory Care Therapy/Therapist
991,programs.json,name,Health Information/Medical Records Technology/Technician
992,programs.json,name,Physical Therapy Technician/Assistant
993,programs.json,name,Medical Radiologic Technology/Science - Radiation Therapist
994,programs.json,name,Occupational Therapist Assistant
995,programs.json,name,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician
996,programs.json,name,Clinical/Medical Laboratory Technician
997,programs.json,name,Surgical Technology/Technologist
998,programs.json,name,Psychiatric/Mental Health Services Technician
999,programs.json,name,Psychiatric/Mental Health Services Technician
1000,programs.json,name,Substance Abuse/Addiction Counseling
1001,programs.json,name,Cardiovascular Technology/Technologist
1002,programs.json,name,Teacher Assistant/Aide
1003,programs.json,name,Dental Laboratory Technology/Technician
1004,programs.json,name,Developmental Services Worker
1005,programs.json,KEY,Other Services (Except Public Administration)
1006,programs.json,name,"Educational Leadership and Administration, General"
1007,programs.json,name,Divinity/Ministry
1008,programs.json,name,Adult and Continuing Education and Teaching
1009,programs.json,name,Child Care Provider/Assistant
1010,programs.json,name,Massage Therapy/Therapeutic Massage
1011,programs.json,name,Industrial Mechanics and Maintenance Technology
1012,programs.json,name,Machine Shop Technology/Assistant
1013,programs.json,name,"Electrical/Electronics Equipment Installation and Repair, General"
1014,programs.json,name,Receptionist
1015,programs.json,name,Natural Resources Law Enforcement and Protective Services
1016,programs.json,name,Furniture Design and Manufacturing
1017,programs.json,name,"Cosmetology/Cosmetologist, General"
1018,programs.json,name,"Cosmetology/Cosmetologist, General"
1019,programs.json,name,"Cosmetology/Cosmetologist, General"
1020,programs.json,name,Barbering/Barber
1021,programs.json,name,Diesel Mechanics Technology/Technician
1022,programs.json,name,Autobody/Collision and Repair Technology/Technician
1023,programs.json,name,Autobody/Collision and Repair Technology/Technician
1024,programs.json,name,Upholstery/Upholsterer
1025,programs.json,name,Speech Communication and Rhetoric
1026,programs.json,name,Sport and Fitness Administration/Management
1027,programs.json,name,"Public Health, General"
1028,programs.json,name,"Public Health, General"
1029,programs.json,name,"Music Performance, General"
1030,programs.json,name,"Human Resources Management/Personnel Administration, General"
1031,programs.json,name,"Natural Resources/Conservation, General"
1032,programs.json,name,Public Relations/Image Management
1033,programs.json,name,"Art History, Criticism and Conservation"
1034,programs.json,name,"Business Administration and Management, General"
1035,programs.json,name,Early Childhood Education and Teaching
1036,programs.json,name,Bible/Biblical Studies
1037,programs.json,name,"Administrative Assistant and Secretarial Science, General"
1038,programs.json,name,"Funeral Service and Mortuary Science, General"
1039,programs.json,name,"Funeral Service and Mortuary Science, General"
1040,programs.json,name,"Funeral Service and Mortuary Science, General"
1041,programs.json,name,Biomedical Technology/Technician
1042,programs.json,name,Salon/Beauty Salon Management/Manager
1043,programs.json,KEY,Retail Trade
1044,programs.json,name,Pharmacy
1045,programs.json,name,Optometry
1046,programs.json,name,Orthotist/Prosthetist
1047,programs.json,name,Truck and Bus Driver/Commercial Vehicle Operator and Instructor
1048,programs.json,name,Automobile/Automotive Mechanics Technology/Technician
1049,programs.json,name,Automobile/Automotive Mechanics Technology/Technician
1050,programs.json,name,Accounting Technology/Technician and Bookkeeping
1051,programs.json,name,Office Management and Supervision
1052,programs.json,name,Computer Installation and Repair Technology/Technician
1053,programs.json,name,Metal and Jewelry Arts
1054,programs.json,name,Selling Skills and Sales Operations
1055,programs.json,name,Appliance Installation and Repair Technology/Technician
1056,programs.json,name,Communications Systems Installation and Repair Technology
1057,programs.json,name,Musical Instrument Fabrication and Repair
1058,programs.json,name,Dog/Pet/Animal Grooming
1059,programs.json,name,Ophthalmic Laboratory Technology/Technician
1060,programs.json,name,Meat Cutting/Meat Cutter
1061,programs.json,name,"Shoe, Boot and Leather Repair"
1062,programs.json,name,Motorcycle Maintenance and Repair Technology/Technician
1063,programs.json,name,Pharmacy Technician/Assistant
1064,programs.json,name,Autobody/Collision and Repair Technology/Technician
1065,programs.json,name,Marine Maintenance/Fitter and Ship Repair Technology/Technician
1066,programs.json,name,Watchmaking and Jewelrymaking
1067,programs.json,name,Glazier
1068,programs.json,name,Operations Management and Supervision
1069,programs.json,name,Retailing and Retail Operations
1070,programs.json,name,Banking and Financial Support Services
1071,programs.json,name,"Graphic Communications, Other"
1072,programs.json,name,"Business Administration and Management, General"
1073,programs.json,name,"Business Administration and Management, General"
1074,programs.json,name,Interior Design
1075,programs.json,name,Building/Construction Site Management/Manager
1076,programs.json,name,Opticianry/Ophthalmic Dispensing Optician
1077,programs.json,name,Agricultural/Farm Supplies Retailing and Wholesaling
1078,programs.json,name,Hearing Instrument Specialist
1079,programs.json,name,Fashion Modeling
1080,programs.json,name,"Carpet, Floor, and Tile Worker"
1081,programs.json,name,"Carpet, Floor, and Tile Worker"
1082,programs.json,KEY,"Professional, Scientific, and Technical Services"
1083,programs.json,name,Veterinary Medicine
1084,programs.json,name,Accounting Technology/Technician and Bookkeeping
1085,programs.json,name,"Psychology, General"
1086,programs.json,name,Accounting
1087,programs.json,name,"Economics, General"
1088,programs.json,name,"Art/Art Studies, General"
1089,programs.json,name,Architecture
1090,programs.json,name,Graphic Design
1091,programs.json,name,Veterinary/Animal Health Technology/Technician and Veterinary Assistant
1092,programs.json,KEY,Manufacturing
1093,programs.json,name,Materials Science
1094,programs.json,name,Welding Technology/Welder
1095,programs.json,name,"Drafting and Design Technology/Technician, General"
1096,programs.json,name,Machine Tool Technology/Machinist
1097,programs.json,name,Machine Tool Technology/Machinist
1098,programs.json,name,Machine Tool Technology/Machinist
1099,programs.json,name,Machine Tool Technology/Machinist
1100,programs.json,name,Industrial Mechanics and Maintenance Technology
1101,programs.json,name,Machine Shop Technology/Assistant
1102,programs.json,name,Machine Tool Technology/Machinist
1103,programs.json,name,Machine Tool Technology/Machinist
1104,programs.json,name,Machine Tool Technology/Machinist
1105,programs.json,name,Machine Tool Technology/Machinist
1106,programs.json,name,Machine Tool Technology/Machinist
1107,programs.json,name,Machine Tool Technology/Machinist
1108,programs.json,name,Industrial Electronics Technology/Technician
1109,programs.json,name,Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist
1110,programs.json,name,Tool and Die Technology/Technician
1111,programs.json,name,Cabinetmaking and Millwork
1112,programs.json,name,"Parts, Warehousing, and Inventory Management Operations"
1113,programs.json,name,Cabinetmaking and Millwork
1114,programs.json,name,Cabinetmaking and Millwork
1115,programs.json,name,Cabinetmaking and Millwork
1116,programs.json,name,Cabinetmaking and Millwork
1117,programs.json,name,Meat Cutting/Meat Cutter
1118,programs.json,name,"Shoe, Boot and Leather Repair"
1119,programs.json,name,Aeronautical/Aerospace Engineering Technology/Technician
1120,programs.json,name,Sheet Metal Technology/Sheetworking
1121,programs.json,name,Sheet Metal Technology/Sheetworking
1122,programs.json,name,Engine Machinist
1123,programs.json,name,Watchmaking and Jewelrymaking
1124,programs.json,name,Mechanical Engineering
1125,programs.json,name,Mechanical Engineering
1126,programs.json,name,Chemical Engineering
1127,programs.json,name,"Computer Engineering, General"
1128,programs.json,name,Industrial Engineering
1129,programs.json,name,Operations Management and Supervision
1130,programs.json,name,Materials Engineering
1131,programs.json,name,"Graphic and Printing Equipment Operator, General Production"
1132,programs.json,name,"Business Administration and Management, General"
1133,programs.json,name,Industrial Technology/Technician
1134,programs.json,name,Instrumentation Technology/Technician
1135,programs.json,name,Mechanical Engineering/Mechanical Technology/Technician
1136,programs.json,name,Airframe Mechanics and Aircraft Maintenance Technology/Technician
1137,programs.json,name,Chemical Technology/Technician
1138,programs.json,name,Chemical Technology/Technician
1139,programs.json,name,Chemical Technology/Technician
1140,programs.json,name,Apparel and Textile Manufacture
1141,programs.json,name,Ironworking/Ironworker
1142,programs.json,KEY,Construction
1143,programs.json,name,Welding Technology/Welder
1144,programs.json,name,Electrician
1145,programs.json,name,Industrial Mechanics and Maintenance Technology
1146,programs.json,name,Industrial Mechanics and Maintenance Technology
1147,programs.json,name,Industrial Mechanics and Maintenance Technology
1148,programs.json,name,"Drafting and Design Technology/Technician, General"
1149,programs.json,name,Machine Shop Technology/Assistant
1150,programs.json,name,Carpentry/Carpenter
1151,programs.json,name,Plumbing Technology/Plumber
1152,programs.json,name,Construction/Heavy Equipment/Earthmoving Equipment Operation
1153,programs.json,name,Construction/Heavy Equipment/Earthmoving Equipment Operation
1154,programs.json,name,Construction/Heavy Equipment/Earthmoving Equipment Operation
1155,programs.json,name,Construction/Heavy Equipment/Earthmoving Equipment Operation
1156,programs.json,name,Construction/Heavy Equipment/Earthmoving Equipment Operation
1157,programs.json,name,Mason/Masonry
1158,programs.json,name,Mason/Masonry
1159,programs.json,name,Mason/Masonry
1160,programs.json,name,Solar Energy Technology/Technician
1161,programs.json,name,Communications Systems Installation and Repair Technology
1162,programs.json,name,Communications Systems Installation and Repair Technology
1163,programs.json,name,Communications Systems Installation and Repair Technology
1164,programs.json,name,Drywall Installation/Drywaller
1165,programs.json,name,Roofer
1166,programs.json,name,Metal Building Assembly/Assembler
1167,programs.json,name,Insulator
1168,programs.json,name,Insulator
1169,programs.json,name,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
1170,programs.json,name,Electrician
1171,programs.json,name,Sheet Metal Technology/Sheetworking
1172,programs.json,name,Painting/Painter and Wall Coverer
1173,programs.json,name,Painting/Painter and Wall Coverer
1174,programs.json,name,Concrete Finishing/Concrete Finisher
1175,programs.json,name,"Civil Engineering, General"
1176,programs.json,name,Environmental/Environmental Health Engineering
1177,programs.json,name,"Business Administration and Management, General"
1178,programs.json,name,"Business Administration and Management, General"
1179,programs.json,name,"Drafting and Design Technology/Technician, General"
1180,programs.json,name,Heavy Equipment Maintenance Technology/Technician
1181,programs.json,name,Boilermaking/Boilermaker
1182,programs.json,name,"Carpet, Floor, and Tile Worker"
1183,programs.json,name,"Carpet, Floor, and Tile Worker"
1184,programs.json,KEY,Transportation and Warehousing
1185,programs.json,name,Truck and Bus Driver/Commercial Vehicle Operator and Instructor
1186,programs.json,name,Truck and Bus Driver/Commercial Vehicle Operator and Instructor
1187,programs.json,name,Truck and Bus Driver/Commercial Vehicle Operator and Instructor
1188,programs.json,name,Automobile/Automotive Mechanics Technology/Technician
1189,programs.json,name,Emergency Care Attendant (EMT Ambulance)
1190,programs.json,name,General Office Occupations and Clerical Services
1191,programs.json,name,Marine Science/Merchant Marine Officer
1192,programs.json,name,Marine Science/Merchant Marine Officer
1193,programs.json,name,Railroad and Railway Transportation
1194,programs.json,name,Railroad and Railway Transportation
1195,programs.json,name,Railroad and Railway Transportation
1196,programs.json,name,Railroad and Railway Transportation
1197,programs.json,name,Railroad and Railway Transportation
1198,programs.json,name,Airline Flight Attendant
1199,programs.json,name,Electrician
1200,programs.json,name,"Business Administration and Management, General"
1201,programs.json,name,Airframe Mechanics and Aircraft Maintenance Technology/Technician
1202,programs.json,name,Security and Loss Prevention Services
1203,programs.json,name,Airline/Commercial/Professional Pilot and Flight Crew
1204,programs.json,name,Airline/Commercial/Professional Pilot and Flight Crew
1205,programs.json,name,Heavy Equipment Maintenance Technology/Technician
1206,programs.json,name,Avionics Maintenance Technology/Technician
1207,programs.json,name,Air Traffic Controller
1208,programs.json,KEY,Finance and Insurance
1209,programs.json,name,Accounting Technology/Technician and Bookkeeping
1210,programs.json,name,Financial Planning and Services
1211,programs.json,name,Autobody/Collision and Repair Technology/Technician
1212,programs.json,name,General Office Occupations and Clerical Services
1213,programs.json,name,"Finance, General"
1214,programs.json,name,"Finance, General"
1215,programs.json,name,"Marketing/Marketing Management, General"
1216,programs.json,name,"Statistics, General"
1217,programs.json,name,Insurance
1218,programs.json,name,Insurance
1219,programs.json,name,Banking and Financial Support Services
1220,programs.json,name,Banking and Financial Support Services
1221,programs.json,name,Banking and Financial Support Services
1222,programs.json,name,Computer Science
1223,programs.json,name,"Computer and Information Sciences, General"
1224,programs.json,name,Legal Assistant/Paralegal
1225,programs.json,KEY,Administrative and Support Services
1226,programs.json,name,Accounting Technology/Technician and Bookkeeping
1227,programs.json,name,Business/Office Automation/Technology/Data Entry
1228,programs.json,name,Machine Tool Technology/Machinist
1229,programs.json,name,Customer Service Support/Call Center/Teleservice Operation
1230,programs.json,name,General Office Occupations and Clerical Services
1231,programs.json,name,Building/Property Maintenance
1232,programs.json,name,Retailing and Retail Operations
1233,programs.json,name,Plumbing Technology/Plumber
1234,programs.json,name,"Diver, Professional and Instructor"
1235,programs.json,name,Selling Skills and Sales Operations
1236,programs.json,name,Medical Transcription/Transcriptionist
1237,programs.json,name,Small Engine Mechanics and Repair Technology/Technician
1238,programs.json,name,"Traffic, Customs, and Transportation Clerk/Technician"
1239,programs.json,name,Hazardous Materials Management and Waste Technology/Technician
1240,programs.json,name,Court Reporting/Court Reporter
1241,programs.json,name,Electrician
1242,programs.json,name,Quality Control Technology/Technician
1243,programs.json,name,Locksmithing and Safe Repair
1244,programs.json,name,"Human Resources Management/Personnel Administration, General"
1245,programs.json,name,Landscape Architecture
1246,programs.json,name,Tourism and Travel Services Management
1247,programs.json,name,Meeting and Event Planning
1248,programs.json,name,Banking and Financial Support Services
1249,programs.json,name,Criminal Justice/Police Science
1250,programs.json,name,"Applied Horticulture/Horticulture Operations, General"
1251,programs.json,name,"Science Technologies/Technicians, Other"
1252,programs.json,name,"Electrical/Electronics Equipment Installation and Repair, General"
1253,programs.json,name,Landscaping and Groundskeeping
1254,programs.json,name,Retailing and Retail Operations
1255,programs.json,name,Environmental Engineering Technology/Environmental Technology
1256,programs.json,KEY,Utilities
1257,programs.json,name,Industrial Mechanics and Maintenance Technology
1258,programs.json,name,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician
1259,programs.json,name,Lineworker
1260,programs.json,name,Electrical and Electronics Engineering
1261,programs.json,name,Nuclear Engineering
1262,programs.json,name,Nuclear/Nuclear Power Technology/Technician
1263,programs.json,name,Nuclear/Nuclear Power Technology/Technician
1264,programs.json,KEY,Wholesale Trade
1265,programs.json,name,Computer Installation and Repair Technology/Technician
1266,programs.json,name,Selling Skills and Sales Operations
1267,programs.json,name,Agronomy and Crop Science
1268,programs.json,name,Fashion Merchandising
1269,programs.json,name,Fashion/Apparel Design
1270,programs.json,name,"Design and Visual Communications, General"
1271,programs.json,name,Selling Skills and Sales Operations
1272,programs.json,name,Agricultural Mechanics and Equipment/Machine Technology
1273,programs.json,name,Agricultural/Farm Supplies Retailing and Wholesaling
1274,programs.json,name,Agricultural Power Machinery Operation
1275,programs.json,KEY,Real Estate and Rental and Leasing
1276,programs.json,name,Real Estate
1277,programs.json,name,Real Estate
1278,programs.json,name,Real Estate
1279,programs.json,name,Real Estate
1280,programs.json,name,Building/Property Maintenance
1281,programs.json,name,Recording Arts Technology/Technician
1282,programs.json,KEY,Information
1283,programs.json,name,Computer Support Specialist
1284,programs.json,name,Selling Skills and Sales Operations
1285,programs.json,name,Communications Systems Installation and Repair Technology
1286,programs.json,name,"Cosmetology/Cosmetologist, General"
1287,programs.json,name,Speech Communication and Rhetoric
1288,programs.json,name,Computer Science
1289,programs.json,name,"Marketing/Marketing Management, General"
