,en,de,correction
344,Customer Service Support/Call Center/Teleservice Operation,Kundendienst/Call Center/Teleservicetätigkeit,
345,Customer and Personal Service,Kundendienst und Personalleistungen,
346,Cutting/Punching/Press Machine Operator,Bediener*in einer Schneid-/Stanz-/Lochstanz-/Pressmaschine,
347,Cutting/Slicing Machine Operator,Bediener*in einer Schneidemaschine,
348,"Dance, General","Tanz, allgemein",
349,Data Entry Keyer,Dateneingeber*in,
350,Data Processing and Data Processing Technology/Technician,Datenverarbeitung und Datenverarbeitungstechnologie/Techniker,
351,Database Administrator,Datenbankadministrator*in,
352,Dealing with external customers,Mit externen Kunden umgehen,
353,Dealing with physically aggressive people,Mit körperlich aggressiven Menschen umgehen,
354,Dealing with unpleasant or angry people,Mit unangenehmen oder ärgerlichen Menschen umgehen,
355,Dec,Dez,
356,Deductive Reasoning,Deduktives Denken,
357,Degree of Automation,Grad der Automatisierung,
358,Dental Assistant,Zahnarztassistent*in,
359,Dental Assisting/Assistant,Assistenz bei/Assistent*innen von Zahnärzt*innen,
360,Dental Hygiene/Hygienist,Zahnhygiene/Zahnhygieniker*in,
361,Dental Hygienist,Zahnhygieniker*in,
362,Dental Laboratory Technician,Zahnlabortechniker*in,
363,Dental Laboratory Technology/Technician,Zahnlabortechnologie/Techniker*in,
364,Dentist,Zahnarzt/-ärztin,
365,Dentistry,Zahnheilkunde,
366,Depth Perception,Wahrnehmung der Tiefe,
367,Derrick Operator,Drehkranführer*in,
368,Design,Design,
369,"Design and Visual Communications, General","Design und Visuelle Kommunikation, allgemein",
370,Desktop Publisher,Desktop-Publisher*in,
371,Developing Objectives and Strategies,Ziele und Strategien ausarbeiten,
372,Developing and Building Teams,Teams zusammenstellen und entwickeln,
373,Developmental Services Worker,Entwicklungsarbeiter*in,
374,Diagnostic Medical Sonographer,Facharzt/-ärztin für Ultraschalluntersuchungen,
375,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,Ultraschalldiagnose/Facharzt/-ärztin für Ultraschalluntersuchungen und Ultraschalltechniker*in,
376,Diesel Engine Specialist,Spezialist*in für Dieselmotoren,
377,Diesel Mechanics Technology/Technician,Dieselmechanische Technik/Techniker*in,
378,Dietetic Technician,Ernährungs-technische/r Assistent*in,
379,Dietetics/Dietitian,Ernährungsberatung/Ernährungsberater*in,
380,Dietitian,Ernährungsberater*in,
381,Dishwasher,Tellerwäscher*in,
382,Dispatcher,Disponent*in,
383,"Diver, Professional and Instructor",Berufstaucher*in und Tauchlehrer*in,
384,Divinity/Ministry,Theologie/Pfarramt,
385,Doctoral Degree,Doktorgrad,
386,Documenting/Recording Information,Informationen dokumentieren/aufzeichnen,
387,Dog/Pet/Animal Grooming,Hund/Haustier/Tierpflege,
388,Dominican researchers unveiled an algorithm capable of spend time bending or twisting the body.,"Dominikanische Forscher*innen haben einen Algorithmus entdeckt, der Zeit mit Biegen und Drehen des Körpers verbringen kann.",
389,"Drafting and Design Technology/Technician, General","Zeichen- und Designtechnik/Techniker*in, allgemein",
390,"Drama and Dramatics/Theatre Arts, General","Drama und Dramatik/Theaterkünste, allgemein",
391,Dredge Operator,Schwimmbaggerführer*in,
392,Drilling/Boring Machine Tool Operator,Bediener*in von Bohrwerkzeugen,
393,Driver/Sales Worker,Fahrer*in/Vertriebsmitarbeiter*in,
394,Drywall Installation/Drywaller,Trockenbau/Trockenbauer*in,
395,Drywall Installer,Trockenbauer*in,
396,Duration of Typical Work Week,Dauer einer typischen Arbeitswoche,
397,Dynamic Flexibility,Dynamische Flexibilität,
398,Dynamic Strength,Dynamische Festigkeit,
399,Early Childhood Education and Teaching,Frühkindliche Erziehung und Pädagogik,
400,Earth Driller,Bediener*in einer Erdbohrmaschine,
401,Economics and Accounting,Betriebswirtschaft und Rechnungswesen,
402,"Economics, General","Wirtschaft, allgemein",
403,Economist,Ökonomist*in,
404,Ecuadorian researchers unveiled an algorithm capable of exposed to disease or infections.,"Forscher*innen aus Ecuador haben einen Algorithmus entdeckt, der wie ein Mensch agiert, wenn er Krankheiten oder Infektionen ausgesetzt wird.",
405,Editor,Redakteur*in,
406,Education Administrator,Bildungsverwalter*in,
407,Education and Training,Ausbildung,
408,"Education, General","Bildung, allgemein",
409,"Educational Leadership and Administration, General","Leitung und Verwaltung im Bildungswesen, allgemein",
410,Educational Services,Bildungswesen,
411,Educational/Instructional Technology,Lehr-/Unterweisungstechnologie,
412,Egyptian scientists unveiled an algorithm capable of arm-hand steadiness.,"Ägyptische Wissenschaftler*innen haben einen Algorithmus entdeckt, der zur Arm-Hand-Stabilität in der Lage ist.",
413,Electric Motor Repairer,Instandsetzer*in von Elektromotoren,
414,Electrical Drafter,Elektrotechnische/r Zeichner*in,
415,Electrical Engineer,Elektroingenieur*in,
416,Electrical Equipment Assembler,Monteur*in von Elektrogeräten,
417,Electrical Power-Line Installer/Repairer,Installateur*in/Instandsetzer*in von Stromtrassen,
418,Electrical Technician,Elektrotechniker*in,
419,Electrical and Electronics Engineering,Elektroingenieurswesen,
420,"Electrical, Electronic and Communications Engineering Technology/Technician","Elektrotechnik, Elektronik und Nachrichtentechnik/Techniker*in",
421,"Electrical/Electronics Equipment Installation and Repair, General","Installation und Reparatur von Elektrischen/Elektronischen Geräten, allgemein",
422,Electrician,Elektriker*in,
423,Electrician Helper,Elektrikergehilfe*in,
424,Electro-Mechanical Technician,Elektromechaniker*in,
425,Electromechanical Equipment Assembler,Monteur*in von elektromechanischen Geräten,
426,Electronic Mail,E-Mail,
427,Electronics Engineer,Elektroingenieur*in,
428,Elementary Education and Teaching,Grundschulpädagogik,
429,Elementary School Teacher,Grundschullehrer*in,
430,Elevator Installer/Repairer,Installateur*in/Instandsetzer*in von Aufzügen,
431,Embalmer,Einbalsamierer*in,
432,Emergency Care Attendant (EMT Ambulance),Notfallversorger*in,
433,Emergency Management Director,Leiter*in Notfallmanagement,
434,Emergency Medical Technology/Technician (EMT Paramedic),Rettungsmedizintechnologie/Rettungssanitäter*in,
435,Emiri scientists pioneered a new technique in selective attention today.,Emiratische Wissenschaftler*innen haben heute eine neue Technik im Hinblick auf selektive Aufmerksamkeit entwickelt.,
436,Enduring contaminants,Schadstoffen ausgesetzt sein,
437,Enduring diesase or infection,Krankheiten oder Infektionen ausgesetzt sein,
438,Enduring environmentally unstable indoors,Klimatisch instabile Bedingungen in Innenräumen aushalten,
439,Enduring hazardous conditions,Gefährlichen Bedingungen ausgesetzt sein,
440,Enduring hazardous equipment,Gefährlichen Geräten ausgesetzt sein,
441,Enduring high places,Tätigkeit in der Höhe,
442,Enduring minor injuries,Kleinere Verletzungen erdulden,
443,Enduring outdoor weather,Witterungsbedingungen im Freien aushalten,
444,Enduring radiation,Strahlung ausgesetzt sein,
445,Enduring uncomfortable sounds,Unangenehme Geräusche aushalten,
446,Enduring very bright and dim lighting,Sehr helle und sehr dämmrige Beleuchtung aushalten,
447,Enduring very hot and cold temperatures,Sehr heiße und sehr kalte Temperaturen aushalten,
448,Enduring whole body vibrations,Ganzkörpervibrationen aushalten,
449,Engine Assembler,Motormonteur*in,
450,Engine Machinist,Maschinenschlosser*in,
451,Engineer,Ingenieur*in,
452,Engineering Technician,Maschinenbautechniker*in,
453,Engineering and Technology,Technik und Technologie,
454,"Engineering, General","Ingenieurwesen, allgemein",
455,English Language,Englische Sprache,
456,"English Language and Literature, General","Englische Sprache und Literatur, allgemein",
457,Enterprising,Geschäftstüchtig,
458,Environmental Engineer,Umweltingenieur*in,
459,Environmental Engineering Technology/Environmental Technology,Umweltingenieurwesen/Umwelttechnik,
460,Environmental Health,Umweltgesundheit,
461,Environmental Health Technician,Techniker*in für Umweltgesundheit,
462,Environmental Science,Umweltwissenschaft,
463,Environmental Scientist,Umweltwissenschaftler*in,
464,Environmental Technician,Umwelttechniker*in,
465,Environmental/Environmental Health Engineering,Umwelt-/Umweltgesundheitingenieurwesen,
466,Epidemiologist,Epidemiologe/Epidemiologin,
467,Epidemiology,Epidemiologie,
468,Equestrian/Equine Studies,Reitsport/Pferdestudien,
469,Equipment Maintenance,Instandhaltung von Geräten und Anlagen,
470,Equipment Selection,Auswahl von Geräten und Anlagen,
471,Establishing and Maintaining Interpersonal Relationships,Zwischenmenschliche Beziehungen aufbauen und pflegen,
472,"Estimating the Quantifiable Characteristics of Products, Events, or Information","Quantifizierbare Eigenschaften von Produkten, Ereignissen oder Informationen schätzen",
473,Etcher/Engraver,Ätzer*in/Gravierer*in,
474,Ethiopian researchers unveiled an algorithm capable of responsible for others' health and safety.,"Äthiopische Forscher*innen haben einen Algorithmus entdeckt, der für die Gesundheit und Sicherheit von anderen verantwortlich sein kann.",
475,Ethiopian scientists pioneered a new technique in work schedules today.,Äthiopische Wissenschaftler*innen haben heute eine neue Technik im Hinblick auf Arbeitspläne entwickelt.,
476,Event Planner,Veranstaltungsorganisator*in,
477,Excavating/Loading Machine Operator,Bediener*in einer Aushub-/Belademaschine,
478,Executive Administrative Assistant,Vorstandsassistent*in,
479,Exercise Physiologist,Sportphysiologe/-physiologin,
480,Explosive Strength,Explosivkraft,
481,Explosives Worker,Fachkraft für Sprengstoffe,
482,Extent Flexibility,Maß an Flexibilität,
483,Extraction Worker Helper,Gehilfe/Gehilfin von Fachkräften beim Abbau von Bodenschätzen,
484,Extruding/Drawing Machine Operator,Bediener*in einer Auspress-/Ziehmaschine,
485,Extruding/Forming Machine Operator,Bediener*in einer Auspress-/Formmaschine,
486,Fabric Mender,Gewebeausbesserer,
487,Fabric/Apparel Patternmaker,Modellmacher*in von Geweben/Kleidung,
488,Face-to-Face Discussions,Persönliche Besprechungen,
489,Faller,Holzfäller*in,
490,Family Practice Nurse/Nursing,Haushaltskrankenpflege/Haushaltskrankenpfleger*in,
491,Family Social Worker,Familiensozialarbeiter*in,
492,Far Vision,Weitsicht,
493,Farm And Home Management Advisor,Berater*in für das Management von landwirtschaftlichen Betrieben und für Haushaltsmanagement,
494,Farm Equipment Mechanic,Mechaniker*in für landwirtschaftliche Anlagen und Geräte,
495,Farm Labor Contractor,Leiharbeiter*in in landwirtschaftlichen Betrieben,
496,Farm Product Buyer,Einkäufer*in von Agrarerzeugnissen,
497,Farmer,Landwirt*in,
498,Farming/Fishing/Forestry Supervisor,Aufseher*in für Land- und Forstwirtschaft und für das Fischereiwesen,
499,Farmworker,Landwirtschaftliche Hilfskraft,
500,Fashion Designer,Modedesigner*in,
501,Fashion Merchandising,Modemerchandising,
502,Fashion Modeling,Modemodellierung,
503,Fashion/Apparel Design,Mode-/Kleidungsdesign,
504,Fast Food Cook,Imbisskoch/-köchin,
505,Feb,Feb,
506,Fence Erector,Zaunbauer*in,
507,Fiberglass Fabricator,Hersteller*in von Glasfasern,
508,File Clerk,Registraturangestellte*r,
509,Film Editor,Cutter*in,
510,Finance and Insurance,Finanz- und Versicherungswesen,
511,"Finance, General","Finanzwesen, allgemein",
512,Financial Analyst,Finanzanalyst*in,
513,Financial Examiner,Finanzprüfer*in,
514,Financial Manager,Finanzmanager,
515,Financial Planning and Services,Finanzplanung und Finanzdienstleistungen,
516,Financial Specialist,Finanzfachmann/-frau,
517,Fine Artist,Bildende*r Künstler*in,
518,Fine Arts,Bildende Kunst,
519,Finger Dexterity,Fingerfertigkeit,
520,Finnish engineers performs repairing and maintaining electronic equipment like a human.,Ein Algorithmus von finnischen Ingenieur*innen agiert im Hinblick auf die Reparatur und Instandhaltung von elektrischen Geräten wie ein Mensch.,
521,"Finnish researchers performs spend time kneeling, crouching, stooping, or crawling like a human.","Ein Algorithmus von finnischen Forscher*innen agiert beim Verbringen von Zeit mit Knien, Kriechen, in gebeugter Haltung oder mit Krabbeln wie ein Mensch.",
522,Fire Inspector,Brandinspektor*in,
523,Fire Science/Fire-fighting,Feuerwissenschaft/Brandbekämpfung,
524,Fire Services Administration,Brandschutzverwaltung,
525,Firefighter,Feuerwehrmann/-frau,
526,Firefighter Supervisor,Feuerwehrzugführer*in,
527,First Interest High-Point,Erster Interesse-Höhepunkt,
528,First Professional Degree,Erster berufsqualifizierender Abschluss,
529,Fish And Game Warden,Fischerei- und Jagdaufseher*in,
530,Fisher,Fischer*in,
531,Fitness Trainer,Fitness Trainer*in,
532,Flexibility of Closure,Abschlussflexibilität,
533,Flight Attendant,Flugbegleiter*in,
534,Floor Layer,Fußbodenleger*in,
535,Floor Sander/Finisher,Fußbodenschleifer*in,
536,Floral Designer,Florist*in,
537,Fluency of Ideas,Ideenreichtum,
538,Food And Tobacco Machine Operator,Bediener*in eines Lebensmittel- und Tabakautomaten,
539,Food Batchmaker,Hersteller*in von Lebensmitteldosen,
540,Food Cooking Machine Operator,Bediener*in einer Kochmaschine von Speisen,
541,Food Preparation And Service Worker,Systemgastronom*in,
542,Food Preparation Supervisor,Aufseher*in Speisezubereitung,
543,Food Preparation Worker,Fachkraft für Speisezubereitung,
544,Food Preparation/Professional Cooking/Kitchen Assistant,Lebensmittelzubereitung/Professionelles Kochen/Küchenhilfe,
545,Food Production,Lebensmittelproduktion,
546,Food Science,Lebensmittelwissenschaft,
547,Food Scientist,Lebensmittelwissenschaftler*in,
548,Food Service Manager,Leiter*in Lebensmitteldienstleistungen,
549,Food Technology and Processing,Lebenmitteltechnik und Lebensmittelverarbeitung,
550,Foreign Language,Fremdsprache,
551,Forensic Science and Technology,Kriminaltechnik und -technologie,
552,Forensic Technician,Forensische*r Techniker*in,
553,Forest And Conservation Worker,Fachkraft für Forstwirtschaft und Naturschutz,
554,Forest Fire Inspector,Waldbrandinspektor*in,
555,Forest Technology/Technician,Forsttechnik/Techniker*in,
556,Forester,Förster*in,
557,Forging Machine Operator,Bediener*in einer Schmiedemaschine,
558,Forming/Compacting Machine Operator,Bediener*in einer Form-/Verdichtungsmaschine,
559,Foundry Mold And Coremaker,Gießform- und Gießkernmacher*in,
560,Freedom to Make Decisions,"Freiheit, Entscheidungen zu treffen",
561,Frequency of Conflict Situations,Häufigkeit von Konfliktsituationen,
562,Fundraiser,Spendenbeschaffer*in,
563,Funeral Attendant,Totengeleiter*in,
564,Funeral Director,Beerdigungsunternehmer*in,
565,Funeral Service Manager,Trauerfeierveranstalter*in,
566,"Funeral Service and Mortuary Science, General","Trauerfeier- und Bestattungswissenschaft, allgemein",
567,Furnace/Kiln Operator,Bediener*in eines Ofens/Brennofens,
568,Furniture Design and Manufacturing,Möbeldesign und -fertigung,
569,Furniture Finisher,Möbelendbearbeiter*in,
570,Gabonese engineers performs duration of typical work week like a human.,Der Algorithmus von gabunischen Ingenieur*innen agiert bei der Dauer einer typischen Arbeitswoche wie ein Mensch.,
571,Gaming Book Writer,Autor*in von Spielebüchern,
572,Gaming Cage Worker,Bedienstete*r in Glücksspieleinrichtungen,
573,Gaming Dealer,Croupier,
574,Gaming Investigator,Prüfer*in von Glücksspielen,
575,Gaming Manager,Glücksspielleiter*in,
576,Gaming Supervisor,Aufseher*in von Glücksspielen,
577,Gas Plant Operator,Gaswerkbetreiber*in,
578,Gas Pumping Station Operator,Tankstellenbetreiber*in,
579,General Office Occupations and Clerical Services,Allgemeine Bürotätigkeit und Sekretariatsdienste,
580,General Practitioner,Allgemeinarzt/-ärztin,
581,Genetic Counseling/Counselor,Genetische*r Berater*in/Genetische Beratung,
582,Genetic Counselor,Genetische*r Berater*in,
583,Geographer,Geograf*in,
584,Geographic Information Science and Cartography,Geografischer Informationsdienst und Kartografie,
585,Geography,Geografie,
586,Geological And Petroleum Technician,Geologie- und Erdöltechniker*in,
587,Geological Engineer,Geoingenieur*in,
588,Geological/Geophysical Engineering,Geologisches/Geophysikalisches Ingenieurwesen,
589,"Geology/Earth Science, General","Geologie/Geowissenschaften, allgemein",
590,Georgian scientists performs food production like a human.,Der Algorithmus von georgischen Ingenieur*innen agiert im Hinblick auf die Lebensmittelproduktion wie ein Mensch.,
591,Geoscientists,Geowissenschaftler*innen,
592,German engineers pioneered a new technique in deal with unpleasant or angry people today.,Deutsche Ingenieur*innen haben heute eine neue Technik im Hinblick auf den Umgang mit unangenehmen oder wütenden Menschen entwickelt.,
593,Getting Information,Informationen beschaffen,
594,Gibraltar engineers pioneered a new technique in operation and control today.,Ingenieur*innen aus Gibraltar haben heute im Hinblick auf Bedienung und Steuerung eine neue Technik entwickelt.,
595,Glare Sensitivity,Blendempfindlichkeit,
596,Glazier,Glaser*in,
597,Government,Öffentlicher Dienst,
598,Government Program Eligibility Interviewer,Befrager*in von Bewerber*innen hinsichtlich ihrer Teilnahmefähigkeit am Regierungsprogramm,
599,Graduate Teaching Assistant,Graduierte*r Hochschulassistent*in,
600,"Graphic Communications, General","Grafische Kommunikation, allgemein",
601,"Graphic Communications, Other","Grafische Kommunikation, Sonstiges",
602,Graphic Design,Grafikdesign,
603,Graphic Designer,Grafikdesigner*in,
604,"Graphic and Printing Equipment Operator, General Production","Bediener*in von Grafik- und Druckanlagen, allgemeine Produktion",
605,Grinding/Polishing Machine Operator,Bediener*in von Schleif-/Poliermaschinen,
606,Grinding/Polishing/Buffing Machine Tool Operator,Bediener*in von Schleif-/Polierwerkzeugmaschinen,
607,Gross Body Coordination,Grobe Körperkoordination,
608,Gross Body Equilibrium,Grobes Körpergleichgewicht,
609,Groundskeeping Supervisor,Aufseher*in von Teams für die Reinigung und Pflege von Außenanlagen,
610,Guidance Counselor,Vertrauenslehrer*in,
611,"Guiding, Directing, and Motivating Subordinates","Untergebene führen, anleiten und motivieren",
612,Guinean engineers performs stamina like a human.,Der Algorithmus von Ingenieur*innen aus Guinea agiert im Hinblick auf Durchhaltevermögen wie ein Mensch.,
613,Guinean scientists performs telephone like a human.,Der Algorithmus von Ingenieur*innen aus Guinea agiert im Hinblick auf Telefonieren wie ein Mensch.,
614,Hairdresser,Friseur*in,
615,Hand Cutter/Trimmer,Handschnitzer*in/-schneider*in,
616,Hand Grinding/Polishing Worker,Fachkraft für manuelles Schleifen/Polieren,
617,Hand Laborer/Material Mover,Ungelernte Arbeitskraft/Materialbeförderer/Materialbeförderin,
618,Hand Laborer/Material Mover Supervisor,Aufseher*in von ungelernten Arbeitskräften/Materialbeförderern und -beförderinnen,
619,Hand Packer,Handpacker*in|,
620,Hand Sewer,Näher*in,
621,Handling and Moving Objects,Objekte handhaben und befördern,
622,Handling consequence of error,Mit den Folgen von Fehlern umgehen,
623,Handling frequent decisions,Mit häufigen Entscheidungen umgehen,
624,Handling time pressure,Mit Zeitdruck umgehen,
625,Handling work schedules,Mit Arbeitsplänen umgehen,
626,Hazardous Materials Management and Waste Technology/Technician,Gefahrstoffmanagement und Abfalltechnologie/Techniker*in,
627,Hazardous Materials Removal Worker,Gefahrstoffbeseitiger*in,
628,Health And Safety Engineer,Ingenieur*in für Gesundheit und Sicherheit,
629,Health Care and Social Assistance,Gesundheits- und Sozialwesen,
630,Health Diagnosing Practitioner,Praktizierende*r Gesundheitsdiagnostiker*in,
631,Health Educator,Gesundheitspädagoge/Gesundheitspädagogin,
632,Health Information/Medical Records Technology/Technician,Gesundheitsinformationstechnik/Krankenaktentechnik/Techniker*in,
633,Health Services,Gesundheitsdienstleistungen,
634,Health Technologist,Gesundheitstechnologe/-technologin,
635,"Health and Physical Education/Fitness, General","Gesundheit und Sport/Fitness, allgemein",
636,Health/Health Care Administration/Management,Verwaltung/Management im Gesundheitswesen/Pflege,
637,Healthcare Practitioner,Heilberufler*in,
638,Healthcare Social Worker,Sozialarbeiter*in im Gesundheitswesen,
639,Healthcare Support Worker,Betreuer*in im Gesundheitswesen,
640,Hearing Aid Specialist,Spezialist*in für Hörgeräte,
641,Hearing Instrument Specialist,Hörgerätefachmann/-frau,
642,Hearing Sensitivity,Hörempfindlichkeit,
643,Heat Treating Equipment Operator,Bediener*in von wärmetechnischen Geräten,
644,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","Heizungs-, Klimaanlagen-, Lüftungs- und Kühlgeräteinstandhaltungstechnik/Techniker*in",
645,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician","Heizung, Lüftung, Klimatisierung und Kältetechnik/Techniker*in",
646,Heavy Equipment Maintenance Technology/Technician,Schwermaschineninstandhaltungstechnik/Techniker*in,
647,Heavy/Tractor-Trailer Truck Driver,Fahrer*in von Schwerlastwagen/Sattelschleppern,
648,Hellenic engineers pioneered a new technique in wrist-finger speed today.,Griechische Ingenieur*innen haben heute im Hinblick auf Handgelenk- und Fingergeschwindigkeit eine neue Technik entwickelt.,
649,"Hellenic engineers unveiled an algorithm capable of spend time climbing ladders, scaffolds, or poles.","Griechische Ingenieur*innen haben einen Algorithmus entdeckt, der die Zeit damit verbringen kann, Leitern, Regale oder Stangen hochzuklettern.",
650,High School Diploma,Abschluss einer High School,
651,Highway Maintenance Worker,Straßenbauarbeiter*in,
652,Historian,Historiker*in,
653,History and Archeology,Geschichte und Archäologie,
654,"History, General","Geschichte, allgemein",
655,Hoist And Winch Operator,Lastenaufzug- und Windenführer*in,
656,Home Appliance Repairer,Instandsetzer*in von Haushaltsgeräten,
657,Home Entertainment Installer/Repairer,Installateur*in/Instandsetzer*in von Unterhaltungselektronik,
658,Home Health Aide,Haushaltshilfe für kranke Menschen,
659,Home Health Aide/Home Attendant,Haushaltshilfe für kranke Menschen,
660,Homeland Security,Zivilschutz,
661,Honduran engineers performs public safety and security like a human.,Der Algorithmus von Ingenieur*innen aus Honduras agiert im Hinblick auf die öffentliche Sicherheit und Gesundheit wie ein Mensch.,
662,"Hospitality Administration/Management, General","Verwaltung/Geschäftsführung im Beherbergungs- und Gastronomiegewerbe, allgemein",
663,Hotel Desk Clerk,Hotelrezeptionist*in,
664,Housekeeping Cleaner,Haushaltsreinigungskraft,
665,"Human Development and Family Studies, General","Entwicklung des Menschen und Familienstudien, allgemein",
666,Human Resources Assistant,Assistent*in Personalwesen,
667,"Human Resources Management/Personnel Administration, General","Leitung Personalwesen/Personalverwaltung, allgemein",
668,Human Resources Manager,Leiter*in Personalwesen,
669,Human Resources Specialist,Spezialist*in Personalwesen,
670,Hvac Mechanic/Installer,"Mechaniker*in/Installateur*in von Heizungs-, Lüftungs- und Klimaanlagen",
671,Hydrologist,Hydrologe/Hydrologin,
672,Icelandic scientists unveiled an algorithm capable of exposed to hazardous conditions.,"Isländische Wissenschaftler*innen haben einen Algorithmus entdeckt, der sich dafür eignet, gefährlichen Bedingungen ausgesetzt zu werden.",
673,"Identifying Objects, Actions, and Events","Objekte, Aktionen und Ereignisse ermitteln",
674,Impact of Decisions on Co-workers or Company Results,Auswirkung von Entscheidungen auf Kolleg*innen oder auf die Unternehmensergebnisse,
675,In an Enclosed Vehicle or Equipment,Tätigkeit in einem geschlossenen Fahrzeug oder einer geschlossenen Anlage,
676,"Indoors, Environmentally Controlled","Innenräume, klimatisiert",
677,Inductive Reasoning,Induktives Denken,
678,Industrial Designer,Industriedesigner*in,
679,Industrial Electrical Repairer,Instandsetzer*in von Industrieelektrik,
680,Industrial Electronics Technology/Technician,Industrieelektrotechnik/Techniker*in,
681,Industrial Engineer,Industrieingenieur*in,
682,Industrial Engineering,Industrieingenieurwesen,
683,Industrial Machinery Mechanic,Industriemaschinenmechaniker*in,
684,Industrial Mechanics and Maintenance Technology,Industriemechanik und Instandhaltungstechnik,
685,Industrial Production Manager,Leiter*in Industrieproduktion,
686,Industrial Technician,Industrietechniker*in,
687,Industrial Technology/Technician,Industrietechnik/Techniker*in,
688,Industrial Truck And Tractor Operator,Führer*in von Flurförderzeugen und Industriezugmaschinen,
689,Industrial-Organizational Psychologist,Betriebspsychologe/-psychologin,
690,Information,Information,
691,Information Clerk,Auskunftsbeamte*r,
692,Information Input,Informationseingabe,
693,Information Ordering,Ordnen von Informationen,
694,Information Security Analyst,Analyst*in für Industriesicherheit,
695,"Inspecting equipment, structures, and material","Geräte und Anlagen, Bauten und Materialien kontrollieren",
696,Inspector/Tester,Inspektor*in/Prüfer*in,
697,Installation,Installation,
698,Instructing,Unterrichten,
699,Instructional Coordinator,Unterrichtskoordinator*in,
700,Instrumentation Technology/Technician,Instrumententechnik/Techniker*in,
701,Insulation Worker,Fachkraft für Wärmedämmung,
702,Insulator,Isolierer*in,
703,Insurance,Versicherung,
704,Insurance Claims Clerk,Sachbearbeiter*in von Schadensfällen bei Versicherungsunternehmen,
705,Insurance Sales Agent,Versicherungsvertreter*in,
706,Insurance Underwriter,Versicherer*in,
707,Interacting With Computers,Mit Computern interagieren,
708,Interacting With Others,Mit anderen interagieren,
709,Interior Design,Innenarchitektur,
710,Interior Designer,Innenarchitekt*in,
711,Internist,Internist*in,
712,Interpersonal Relationships,Zwischenmenschliche Beziehungen,
713,Interpreting the Meaning of Information for Others,Bedeutung von Informationen für andere interpretieren,
714,Interviewer,Interviewer*in,
715,Investigative,Investigativ,
716,Ironworking/Ironworker,Eisenverarbeitung/Eisenarbeiter*in,
717,Ivorian scientists performs letters and memos like a human.,Der Algorithmus von ivorischen Wissenschaftler*innen agiert bei Schreiben und Notieren wie ein Mensch.,
718,Jan,Jan,
719,Janitor,Hausmeister*in,
720,Janitorial Supervisor,Aufseher*in von Hausmeisterpersonal,
721,Jeweler,Juwelier*in,
722,Jewish/Judaic Studies,Jüdische Studien/Judaistik,
723,Job Analysis Specialist,Fachmann/-frau für Arbeitsplatzanalyse,
724,Journalism,Journalismus,
725,Judge,Richter*in|,
726,"Judging the Qualities of Things, Services, or People","Qualitäten von Dingen, Dienstleistungen oder Menschen beurteilen",
727,Judgment and Decision Making,Beurteilung und Entscheidungsfindung,
728,Judicial Law Clerk,Rechtspfleger*in,
729,Jul,Juli,
730,Jun,Juni,
731,Keeping and regaining balance,Gleichgewicht halten und wiedergewinnen,
732,Kindergarten Teacher,Erzieher*in,
733,Kinesiology and Exercise Science,Kinesiologie und Bewegungswissenschaft,
734,"Kneeling, crouching, and crawling","Knien, Kriechen und Krabbeln",
735,Labor Relations Specialist,Fachmann/-frau für Öffentlichkeitsarbeit,
736,Landscape Architect,Landschaftsarchitekt*in,
737,Landscape Architecture,Landschaftsarchitektur,
738,Landscaping And Groundskeeping Worker,Fachkraft für Landschaftsbau und Grünanlagenpflege,
739,Landscaping and Groundskeeping,Landschaftsbau und Grünanlagenpflege,
740,"Laotian researchers unveiled an algorithm capable of drafting, laying out, and specifying technical devices, parts, and equipment.","Forscher*innen aus Laos haben einen Algorithmus entdeckt, der in der Lage ist, technische Geräte, Teile und Ausrüstungen zu zeichnen, zu entwerfen und zu spezifizieren.",
741,Lathe/Turning Machine Tool Operator,Bediener*in von Drehmaschinenwerkzeugen,
742,Laundry/Dry-Cleaning Worker,Fachkraft in Wäschereien/Trocknereien,
743,Law,Rechtswesen,
744,Law and Government,Justiz und öffentliche Verwaltung,
745,Law and Public Safety,Recht und öffentliche Sicherheit,
746,Lawyer,Rechtsanwalt/-anwältin,
747,Learning Strategies,Lernstrategien,
748,Legal Administrative Assistant/Secretary,Verwaltungsrechtliche Assistenz/Sekretariat,
749,Legal Assistant/Paralegal,Rechtsanwaltsgehilfe/-gehilfin,
750,Legal Secretary,Rechtsanwaltsfachangestellte/r,
751,Less than a High School Diploma,Niedriger als Abschluss einer High School,
752,Librarian,Bibliothekar*in,
753,Library Technician,Bibliothekstechniker*in,
754,Library and Archives Assisting,Assistenz im Bibliotheks- und Archivwesen,
755,Library and Information Science,Bibliotheks- und Informationswissenschaft,
756,Licensed Practical/Vocational Nurse,Gesundheits- und Krankenpfleger*in,
757,Licensed Practical/Vocational Nurse Training,Berufsausbildung für examinierte Gesundheits- und Krankenpfleger*innen,
758,"Life, Physical, And Social Science Technician","Techniker*in für Biowissenschaft, Naturwissenschaft und Sozialwissenschaft",
759,Lifeguard,Rettungsschwimmer*in,
760,Light Truck/Delivery Services Driver,Fahrer*in von Kleinlastwagen/Lieferwagen,
761,Lineworker,Fließbandarbeiter*in,
