,en,zh,correction
397,Dynamic Flexibility,动态柔韧性,动态灵活性
398,Dynamic Strength,动态强度,
399,Early Childhood Education and Teaching,幼儿教育与教学,学前教育与教学
400,Earth Driller,土钻工,
401,Economics and Accounting,经济学和会计,
402,"Economics, General",经济学，普通,经济学（普通）
403,Economist,经济学家,
404,Ecuadorian researchers unveiled an algorithm capable of exposed to disease or infections.,厄瓜多尔研究人员公布了一种暴露于疾病或感染的算法。,厄瓜多尔研究人员公布的一种新算法可以在暴露于疾病或传染病的情况下工作。
405,Editor,编辑,
406,Education Administrator,教育管理员,
407,Education and Training,教育和培训,
408,"Education, General",教育，普通,教育（普通）
409,"Educational Leadership and Administration, General",教育领导和管理，普通,教育领导和管理（普通）
410,Educational Services,教育服务,
411,Educational/Instructional Technology,教育/教学技术,
412,Egyptian scientists unveiled an algorithm capable of arm-hand steadiness.,埃及科学家公布了一种臂-手保持稳定的算法。,埃及科学家公布的一种新算法可以像人类一样保持手臂稳定性。
413,Electric Motor Repairer,电机修理工,电动机修理工
414,Electrical Drafter,电气制图员,
415,Electrical Engineer,电气工程师,
416,Electrical Equipment Assembler,电气设备装配工,
417,Electrical Power-Line Installer/Repairer,电线安装/修理工,
418,Electrical Technician,电气技师,
419,Electrical and Electronics Engineering,电子电气工程,
420,"Electrical, Electronic and Communications Engineering Technology/Technician",电气、电子和通信工程技术/技师,
421,"Electrical/Electronics Equipment Installation and Repair, General",电气/电子设备安装和修理，普通,电气/电子设备安装和修理（普通）
422,Electrician,电工,
423,Electrician Helper,电工助手,
424,Electro-Mechanical Technician,机电技师,
425,Electromechanical Equipment Assembler,机电设备装配工,
426,Electronic Mail,电子邮件,
427,Electronics Engineer,电子工程师,
428,Elementary Education and Teaching,基础教育和教学,小学教育和教学
429,Elementary School Teacher,小学教师,
430,Elevator Installer/Repairer,电梯安装/修理工,
431,Embalmer,入殓师,
432,Emergency Care Attendant (EMT Ambulance),急诊救护员（EMT 救护车）,急诊救护员（救护车急救医务人员）
433,Emergency Management Director,应急管理主管,
434,Emergency Medical Technology/Technician (EMT Paramedic),紧急医疗技术/技师(紧急医疗救护技术员),急救技术/技师（急诊医师和紧急救护员）
435,Emiri scientists pioneered a new technique in selective attention today.,今天，阿联酋科学家开创了选择性注意力的新技术。,今天，阿联酋科学家在选择性注意力方面开创了一项新技术。
436,Enduring contaminants,忍受污染物,
437,Enduring diesase or infection,忍受疾病或感染,
438,Enduring environmentally unstable indoors,忍受不稳定的室内环境,
439,Enduring hazardous conditions,忍受危害条件,
440,Enduring hazardous equipment,忍受危害设备,
441,Enduring high places,忍受高处,忍受高空作业
442,Enduring minor injuries,忍受轻伤,
443,Enduring outdoor weather,忍受户外天气,
444,Enduring radiation,忍受辐射,
445,Enduring uncomfortable sounds,忍受令人不舒服的声音,
446,Enduring very bright and dim lighting,忍受非常明亮和昏暗的照明,忍受强光和不足光
447,Enduring very hot and cold temperatures,忍受极高和极低的温度,
448,Enduring whole body vibrations,忍受全身振动,
449,Engine Assembler,发动机装配工,
450,Engine Machinist,发动机机械师,
451,Engineer,工程师,
452,Engineering Technician,工程技师,
453,Engineering and Technology,工程和技术,
454,"Engineering, General",工程，普通,工程（普通）
455,English Language,英语,
456,"English Language and Literature, General",英语语言文学，普通,英语语言文学（普通）
457,Enterprising,有进取心的,有进取心
458,Environmental Engineer,环境工程师,
459,Environmental Engineering Technology/Environmental Technology,环境工程技术/环境技术,
460,Environmental Health,环境卫生,
461,Environmental Health Technician,环境卫生技师,
462,Environmental Science,环境科学,
463,Environmental Scientist,环境科学教师,环境科学家
464,Environmental Technician,环境技师,
465,Environmental/Environmental Health Engineering,环境/环境卫生工程,
466,Epidemiologist,流行病学家,
467,Epidemiology,流行病学,
468,Equestrian/Equine Studies,马术/马术研究,
469,Equipment Maintenance,设备维护,
470,Equipment Selection,设备选型,
471,Establishing and Maintaining Interpersonal Relationships,建立和维持人际关系,
472,"Estimating the Quantifiable Characteristics of Products, Events, or Information",预估产品，事件或信息的可量化特征,
473,Etcher/Engraver,蚀刻机/雕刻机操作员,
474,Ethiopian researchers unveiled an algorithm capable of responsible for others' health and safety.,埃塞俄比亚研究人员公布了一种对他人的健康和安全负责的算法。,埃塞俄比亚研究人员公布的一种新算法可以对他人的健康与安全负责。
475,Ethiopian scientists pioneered a new technique in work schedules today.,今天，埃塞俄比亚科学家在开创了一项工作进度表的新技术。,今天，埃塞俄比亚科学家在工作进度表方面开创了一项新技术。
476,Event Planner,活动策划人,
477,Excavating/Loading Machine Operator,挖掘机/装载机操作员,
478,Executive Administrative Assistant,行政助理,行政管理助理
479,Exercise Physiologist,运动生理学家,
480,Explosive Strength,爆炸强度,
481,Explosives Worker,爆破员,
482,Extent Flexibility,高度柔韧性,程度灵活性
483,Extraction Worker Helper,采掘工人助手,
484,Extruding/Drawing Machine Operator,挤压/拉丝机操作员,
485,Extruding/Forming Machine Operator,挤压/成型机操作员,
486,Fabric Mender,面料修补工,
487,Fabric/Apparel Patternmaker,面料/服装打版师,
488,Face-to-Face Discussions,面对面讨论,
489,Faller,伐木工,
490,Family Practice Nurse/Nursing,家庭执业护士/护理,家庭护士/护理
491,Family Social Worker,家庭社工,
492,Far Vision,远距离视觉,
493,Farm And Home Management Advisor,农场和家庭管理顾问,
494,Farm Equipment Mechanic,农机机械师,农场机械设备技工
495,Farm Labor Contractor,农场劳务承包人,农场劳务承包商
496,Farm Product Buyer,农产品采购员,
497,Farmer,农民,
498,Farming/Fishing/Forestry Supervisor,农业/渔业/林业主管,
499,Farmworker,农工,农场工人
500,Fashion Designer,时装设计师,
501,Fashion Merchandising,时尚营销,时尚商品推销
502,Fashion Modeling,时装造型,时装模特工作
503,Fashion/Apparel Design,时尚/服装设计,
504,Fast Food Cook,快餐厨师,
505,Feb,二月,
506,Fence Erector,栅栏安装工,
507,Fiberglass Fabricator,玻璃纤维制造员,
508,File Clerk,档案文员,
509,Film Editor,电影编辑,
510,Finance and Insurance,金融和保险,
511,"Finance, General",财务，普通,财务（普通）
512,Financial Analyst,金融分析师,
513,Financial Examiner,金融审核员,
514,Financial Manager,财务经理,
515,Financial Planning and Services,财务规划与服务,
516,Financial Specialist,财务专员,金融专家
517,Fine Artist,美术师,
518,Fine Arts,美术,
519,Finger Dexterity,手指灵巧度,
520,Finnish engineers performs repairing and maintaining electronic equipment like a human.,芬兰工程师执行像人类一样修理和维护电子设备。,芬兰工程师发明的一种新算法可以像人类一样修理和维护电子设备。
521,"Finnish researchers performs spend time kneeling, crouching, stooping, or crawling like a human.",芬兰研究人员执行像人类一样的跪、蹲、弯腰或爬行。,芬兰研究人员发明的一种新算法可以像人类一样花费时间执行跪、蹲、弯腰、爬的动作。
522,Fire Inspector,消防监督员,
523,Fire Science/Fire-fighting,消防科学/消防,
524,Fire Services Administration,消防管理,
525,Firefighter,消防员,
526,Firefighter Supervisor,消防员主管,
527,First Interest High-Point,第一兴趣高点,
528,First Professional Degree,第一专业学位,
529,Fish And Game Warden,渔猎管理员,
530,Fisher,渔夫,
531,Fitness Trainer,健身教练,
532,Flexibility of Closure,闭合灵活性,
533,Flight Attendant,空乘,
534,Floor Layer,铺砖工,
535,Floor Sander/Finisher,美缝工,地板砂光工/地板工
536,Floral Designer,花艺设计师,
537,Fluency of Ideas,思想流利,想法的流畅度
538,Food And Tobacco Machine Operator,食品和烟草机床操作员,
539,Food Batchmaker,食品配料工,
540,Food Cooking Machine Operator,食品烹饪机操作员,
541,Food Preparation And Service Worker,食物制备和服务员,
542,Food Preparation Supervisor,食物制备主管,
543,Food Preparation Worker,配菜工,
544,Food Preparation/Professional Cooking/Kitchen Assistant,食物制备/专业烹饪/厨房助理,
545,Food Production,食品生产,
546,Food Science,食物科学,
547,Food Scientist,食品科学家,
548,Food Service Manager,餐饮服务经理,
549,Food Technology and Processing,食品技术与加工,
550,Foreign Language,外语,
551,Forensic Science and Technology,法医科学与技术,
552,Forensic Technician,法医技师,法医技术人员
553,Forest And Conservation Worker,护林员,
554,Forest Fire Inspector,森林防火巡查员,
555,Forest Technology/Technician,林业技术/技师,
556,Forester,森林管理员,
557,Forging Machine Operator,锻压机操作员,
558,Forming/Compacting Machine Operator,成型/压实机操作员,
559,Foundry Mold And Coremaker,铸模和制芯工,铸模工和制芯工
560,Fow Game Translations_zh,${amount} 生活,
561,Freedom to Make Decisions,自由决策,决策自由
562,Frequency of Conflict Situations,冲突情况的发生频率,冲突的发生频率
563,Fundraiser,筹款人,
564,Funeral Attendant,殡仪员,
565,Funeral Director,殡仪主管,
566,Funeral Service Manager,殡葬服务经理,
567,"Funeral Service and Mortuary Science, General",葬礼服务和殡葬科学，普通,葬礼服务和殡仪馆学（普通）
568,Furnace/Kiln Operator,炉/窑巡窑工,锅炉/炉窑操作工
569,Furniture Design and Manufacturing,家具设计与制造,
570,Furniture Finisher,家具饰面工,
571,Gabonese engineers performs duration of typical work week like a human.,加蓬的工程师执行像人类一样忍受典型周工作时间。,加蓬工程师发明的一种新算法可以像人类一样进行一个典型周的持续工作。
572,Gaming Book Writer,游戏书作者,
573,Gaming Cage Worker,赌场兑钞员,
574,Gaming Dealer,游戏发牌员/赌场荷官,
575,Gaming Investigator,游戏调查员,
576,Gaming Manager,游戏经理,
577,Gaming Supervisor,游戏监督员,
578,Gas Plant Operator,天然气设施操作员,
579,Gas Pumping Station Operator,加气站操作员,天然气泵站操作员
580,General Office Occupations and Clerical Services,普通办公室职业和文秘服务,
581,General Practitioner,全科医生,
582,Genetic Counseling/Counselor,遗传咨询/顾问,
583,Genetic Counselor,遗传顾问,
584,Geographer,地理学家,
585,Geographic Information Science and Cartography,地理信息科学与制图学,
586,Geography,地理,
587,Geological And Petroleum Technician,地质和石油技师,
588,Geological Engineer,地质工程师,
589,Geological/Geophysical Engineering,地质/地球物理工程,
590,"Geology/Earth Science, General",地质/地球科学，普通,地质/地球科学（普通）
591,Georgian scientists performs food production like a human.,格鲁吉亚科学家执行像人类一样进行食品生产。,格鲁吉亚科学家发明的一种新算法可以像人类一样进行食品生产。
592,Geoscientists,地质学家,
593,German engineers pioneered a new technique in deal with unpleasant or angry people today.,今天，德国工程师开创了一种应对不愉快或愤怒人群的新技术。,今天，德国工程师开创了一项新技术可以应对不随和或者愤怒的人。
594,Getting Information,获取信息,
595,Gibraltar engineers pioneered a new technique in operation and control today.,直布罗陀的工程师今天开创了一项操作和控制的新技术。,今天，直布罗陀工程师在操作和控制方面开创了一项新技术。
596,Glare Sensitivity,眩光敏感度,
597,Glazier,玻璃工,
598,Government,政府,
599,Government Program Eligibility Interviewer,政府项目资格审查员,
600,Graduate Teaching Assistant,研究生助教,
601,"Graphic Communications, General",图形传播，一般,图文传播（普通）
602,"Graphic Communications, Other",图文传播，其他,图文传播（其他）
603,Graphic Design,平面设计,
604,Graphic Designer,平面设计师,
605,"Graphic and Printing Equipment Operator, General Production","Graphic and Printing Equipment Operator, General Production",绘图和打印设备操作员（一般生产）
606,Grinding/Polishing Machine Operator,研磨/抛光机操作员,磨齿机/抛光机操作员
607,Grinding/Polishing/Buffing Machine Tool Operator,研磨/抛光/抛光机床操作员,磨齿机床/抛光机床/擦光机床操作员
608,Gross Body Coordination,身体整体协调,
609,Gross Body Equilibrium,身体整体平衡,
610,Groundskeeping Supervisor,地勤主管,场地主管
611,Guidance Counselor,指导顾问,
612,"Guiding, Directing, and Motivating Subordinates",指导、指示和激励下属,
613,Guinean engineers performs stamina like a human.,几内亚工程师执行像人类一样的耐力。,几内亚工程师发明的一种新算法可以像人类一样拥有持久力。
614,Guinean scientists performs telephone like a human.,几内亚科学家执行像人类一样使用电话。,几内亚科学家发明的一种新算法可以像人类一样使用电话。
615,Hairdresser,理发师,
616,Hand Cutter/Trimmer,手动切割员/裁切员,
617,Hand Grinding/Polishing Worker,手磨抛光工,
618,Hand Laborer/Material Mover,人工/物料搬运工,手工劳动者/物料搬运工
619,Hand Laborer/Material Mover Supervisor,人工/物料搬运主管,手工劳动者/物料搬运工主管
620,Hand Packer,人工包装员,
621,Hand Sewer,下水道人工疏通员,
622,Handling and Moving Objects,搬运和移动物体,操纵和移动物体
623,Handling consequence of error,处理错误后果,
624,Handling frequent decisions,处理频繁的决定,
625,Handling time pressure,处理时间压力,
626,Handling work schedules,处理工作进度表,处理工作进度
627,Hazardous Materials Management and Waste Technology/Technician,有害物质管理与废物处理技术员,有害物质管理与废物处理技术/技术员
628,Hazardous Materials Removal Worker,有害物质清除工,
629,Health And Safety Engineer,健康与安全工程师,
630,Health Care and Social Assistance,卫生保健和社会救助,
631,Health Diagnosing Practitioner,健康诊断医生,
632,Health Educator,健康教育者,
633,Health Information/Medical Records Technology/Technician,健康信息/病历技术/技术员,
634,Health Services,卫生服务,
635,Health Technologist,健康技术员,卫生技术员
636,"Health and Physical Education/Fitness, General",健康和体育/健身，一般,健康和体育/健身（普通）
637,Health/Health Care Administration/Management,健康/卫生行政管理/管理,
638,Healthcare Practitioner,医疗保健师,
639,Healthcare Social Worker,医疗保健社工,
640,Healthcare Support Worker,医疗保健后勤人员,
641,Hearing Aid Specialist,助听器专员,助听器专家
642,Hearing Instrument Specialist,助听器专员,助听仪器专家
643,Hearing Sensitivity,听力敏感度,
644,Heat Treating Equipment Operator,热处理设备操作员,
645,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",供暖、空调、通风和制冷维修技术/技师,供暖、空调、通风和制冷维护技术/技师
646,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician",采暖、通风、空调和制冷工程技术/技师,供暖、通风、空调和制冷工程技术/技师
647,Heavy Equipment Maintenance Technology/Technician,重型设备维修技术/技师,重型设备维护技术/技师
648,Heavy/Tractor-Trailer Truck Driver,重型/牵引拖车司机,
649,Hellenic engineers pioneered a new technique in wrist-finger speed today.,今天，希腊工程师开创了一项手腕-手指速度的新技术。,今天，希腊工程师在手腕-手指速度方面开创了一项新技术。
650,"Hellenic engineers unveiled an algorithm capable of spend time climbing ladders, scaffolds, or poles.",希腊工程师公布了一项可以爬梯子、脚手架或柱子的算法。,希腊工程师公布的一种新算法可以执行爬梯子、脚手架或者柱子的动作。
651,High School Diploma,高中文凭,
652,Highway Maintenance Worker,公路养护工,
653,Historian,历史学家,
654,History and Archeology,历史和考古,
655,"History, General",历史，普通,历史（普通）
656,Hoist And Winch Operator,卷扬机操作员,吊车操作员/绞车工
657,Home Appliance Repairer,家电修理工,
658,Home Entertainment Installer/Repairer,家庭娱乐安装/修理工,
659,Home Health Aide,家庭健康助手,
660,Home Health Aide/Home Attendant,家庭健康助手/家庭服务员,家庭健康助手/家庭护理员
661,Homeland Security,国土安全,
662,Honduran engineers performs public safety and security like a human.,洪都拉斯的工程师们执行像人类一样的公共安全。,洪都拉斯工程师发明的一种新算法可以像人类一样执行公共安全。
663,"Hospitality Administration/Management, General",酒店管理/管理，一般,酒店行政/管理（普通）
664,Hotel Desk Clerk,酒店前台文员,酒店前台
665,Housekeeping Cleaner,客房保洁员,
666,"Human Development and Family Studies, General",人类发展与家庭研究，普通,人类发展与家庭研究（普通）
667,Human Resources Assistant,人力资源助理,
668,"Human Resources Management/Personnel Administration, General",人力资源管理/人事管理，普通,人力资源管理/人事管理（普通）
669,Human Resources Manager,人力资源经理,
670,Human Resources Specialist,人力资源专员,人力资源专家
671,Hvac Mechanic/Installer,暖通空调技工/安装工,
672,Hydrologist,水文学家,
673,Icelandic scientists unveiled an algorithm capable of exposed to hazardous conditions.,冰岛科学家公布了一种暴露于危险环境中的算法。,冰岛科学家公布的一种新算法可以在危险环境中工作。
674,"Identifying Objects, Actions, and Events",识别物体、动作和事件,
675,Impact of Decisions on Co-workers or Company Results,决策对同事或公司结果的影响,决策对同事或公司业绩的影响
676,In an Enclosed Vehicle or Equipment,在封闭的车辆或设备中,
677,"Indoors, Environmentally Controlled",室内、环境控制,室内，受环境限制
678,Inductive Reasoning,归纳推理,
679,Industrial Designer,工业设计师,
680,Industrial Electrical Repairer,工业电气修理工,
681,Industrial Electronics Technology/Technician,工业电子技术/技师,
682,Industrial Engineer,工业工程师,
683,Industrial Engineering,工业工程,
684,Industrial Machinery Mechanic,工业机械技工,
685,Industrial Mechanics and Maintenance Technology,工业机械和维护技术,
686,Industrial Production Manager,工业生产经理,
687,Industrial Technician,工业技师,
688,Industrial Technology/Technician,工业技术/技师,
689,Industrial Truck And Tractor Operator,工业卡车和拖拉机操作员,
690,Industrial-Organizational Psychologist,工业与组织心理学家,
691,Information,信息,
692,Information Clerk,信息文员,
693,Information Input,信息输入,
694,Information Ordering,信息排序,
695,Information Security Analyst,信息安全分析师,
696,"Inspecting equipment, structures, and material",检查设备、结构和材料,
697,Inspector/Tester,检验员/测试员,
698,Installation,安装,
699,Instructing,指导,
700,Instructional Coordinator,指导员/协调员,指导协调员
701,Instrumentation Technology/Technician,仪表技术/技师,
702,Insulation Worker,绝缘工,
703,Insulator,绝缘工,
704,Insurance,保险,
705,Insurance Claims Clerk,保险理赔员,
706,Insurance Sales Agent,保险销售代理,
707,Insurance Underwriter,保险承保人,
708,Interacting With Computers,与计算机互动,
709,Interacting With Others,与他人互动,
710,Interior Design,室内设计,
711,Interior Designer,室内设计师,
712,Internist,内科医生,
713,Interpersonal Relationships,人际关系,
714,Interpreting the Meaning of Information for Others,为他人解释信息的含义,
715,Interviewer,面签员,面试官
716,Investigative,调查性,
717,Ironworking/Ironworker,铁加工/铁匠,
718,Ivorian scientists performs letters and memos like a human.,科特迪瓦科学家执行像人类一样处理信件和备忘录。,科特迪瓦科学家发明的一种新算法可以像人类一样处理信件和备忘录。
719,Jan,一月,
720,Janitor,门卫,
721,Janitorial Supervisor,门卫主管,
722,Jeweler,珠宝匠,
723,Jewish/Judaic Studies,犹太教和犹太研究,
724,Job Analysis Specialist,工作分析专员,工作分析专家
725,Journalism,新闻学,
726,Judge,法官|,法官
727,"Judging the Qualities of Things, Services, or People",判断事物、服务或人员的质量,
728,Judgment and Decision Making,判断和决策制定,
729,Judicial Law Clerk,司法书记员,法官助理
730,Jul,七月,
731,Jun,六月,
732,Keeping and regaining balance,保持和恢复平衡,
733,Kindergarten Teacher,幼儿园教师,
734,Kinesiology and Exercise Science,运动机能学和运动科学,
735,"Kneeling, crouching, and crawling",跪、蹲和爬行,
736,Labor Relations Specialist,劳资关系专员,劳动关系专家
737,Landscape Architect,景观设计师,
738,Landscape Architecture,景观建筑,
739,Landscaping And Groundskeeping Worker,环卫工,
740,Landscaping and Groundskeeping,园林绿化和地面管理,
741,"Laotian researchers unveiled an algorithm capable of drafting, laying out, and specifying technical devices, parts, and equipment.",老挝的研究人员公布了一种起草、布局和指定技术设备、部件和设备的算法。,老挝研究人员发明的一种新算法可以起草、布局和指定技术仪器、零部件、设备。
742,Lathe/Turning Machine Tool Operator,车床/车削机床操作员,
743,Laundry/Dry-Cleaning Worker,洗衣/干洗工,
744,Law,法律,
745,Law and Government,法律和政府,
746,Law and Public Safety,法律和公共安全,
747,Lawyer,律师,
748,Learning Strategies,学习策略,
749,Legal Administrative Assistant/Secretary,法律行政助理/秘书,
750,Legal Assistant/Paralegal,法律助理/律师助理,
751,Legal Secretary,法务秘书,
752,Less than a High School Diploma,低于高中文凭,
753,Librarian,图书管理员,
754,Library Technician,图书馆技师,图书馆技术人员
755,Library and Archives Assisting,图书馆和档案馆协助,
756,Library and Information Science,图书馆和资讯科学,图书馆和信息科学
757,Licensed Practical/Vocational Nurse,执业/职业护士,持证执业护士/职业护士
758,Licensed Practical/Vocational Nurse Training,执业实务/职业护士培训,持证执业护士/职业护士培训
759,"Life, Physical, And Social Science Technician",生命、物理和社会科学技师,
760,Lifeguard,救生员,
761,Light Truck/Delivery Services Driver,轻型卡车/送货服务司机,
762,Lineworker,线路工,
763,Loan Interviewer,贷款面签员,贷款面试官
764,Loan Officer,信贷员,
765,Locker Room Attendant,更衣室服务员,
766,Locksmith,锁匠,
767,Locksmithing and Safe Repair,锁匠和安全维修,
768,Locomotive Engineer,机车工程师,
769,Lodging Manager,住宿经理,
770,Log Grader,伐木平地工,伐木等级工
771,Logging Equipment Operator,伐木设备操作员,
772,Logistician,后勤人员,
773,Logistics Manager,物流经理,
774,Machine Feeder,机床上料员,
775,Machine Shop Technology/Assistant,加工车间技术/助理,
776,Machine Tool Technology/Machinist,机床技术/机械师,
777,Machinery Maintenance Worker,机械维修工,机械维护工
778,Machinist,机械工,机械工人
779,Magnetic Resonance Imaging (MRI) Technology/Technician,磁共振成像（MRI）技术/技师,磁共振成像技术/技师
780,Magnetic Resonance Imaging Technologist,磁共振成像技术员,
781,Mail Clerk,邮局办事员,
782,Maintance/Repair Worker,维护/修理工,
783,Maintenance/Repair Worker,维护/修理工,
784,Maintenance/Repair Worker Helper,维护/维修工助手,
785,Makeup Artist,化妆师,
786,Making Decisions and Solving Problems,做出决定和解决问题,
787,Making repetitive motions,做重复性的动作,
788,"Malagasy engineers pioneered a new technique in sounds, noise levels are distracting or uncomfortable today.",今天，马达加斯加工程师在声音、噪音水平令人分心或不舒服方面开创了一项新的技术。,今天，马达加斯加工程师开创的一项新技术可以判断声音或者噪音是否已到令人分心或使人难受的级别。
789,Maldivian scientists pioneered a new technique in controlling machines and processes today.,今天，马尔代夫科学家开创了一种控制机器和过程的新技术。,今天，马尔代夫科学家在控制机器和程序方面开创了一门新技术。
790,Maltese scientists performs dynamic flexibility like a human.,马耳他科学家执行像人类一样的动态柔韧性。,马耳他科学家发明的一种新算法可以像人类一样执行动态灵活性。
791,Management Analyst,管理分析员,
792,Management Science,管理科学,
793,Management of Companies and Enterprises,公司和企业管理,
794,Management of Financial Resources,财务资源管理,
795,Management of Material Resources,物质资源管理,物资资源管理
796,Management of Personnel Resources,人力资源管理,
797,Manager,经理,
798,Manicurist/Pedicurist,美甲师/修脚工,
799,Manual Dexterity,手动灵巧度,
800,Manufacturing,制造业,
801,Manufacturing Sales Representative,制造业销售代表,
802,Manufacturing and Production,制造和生产,
803,Mapping Technician,测绘技师|,测绘技术人员
804,Mar,三月,
805,Marine Engineer,海事工程师,航海工程师
806,Marine Maintenance/Fitter and Ship Repair Technology/Technician,船舶维修/装配工和船舶修理技术/技师,船舶维护/装配工和船舶修理技术/技师
807,Marine Science/Merchant Marine Officer,海洋科学/商船职员,
808,Market Research Analyst,市场研究分析员,
809,Marketing Manager,市场经理,
810,"Marketing/Marketing Management, General",市场营销/市场管理，普通,市场营销/市场管理（普通）
811,Marriage And Family Therapist,婚姻和家庭治疗师,
812,Marshallese engineers unveiled an algorithm capable of importance of repeating same tasks.,马歇尔工程师公布了一种能够重复同样任务的算法。,马绍尔工程师公布的一种新算法可以执行重复任务。
813,Mason Helper,泥瓦匠助手,
814,Mason/Masonry,石匠/砖石建筑,泥瓦匠/石工
815,Massage Therapist,按摩师,
816,Massage Therapy/Therapeutic Massage,按摩疗法/保健按摩,
817,Master's Degree,硕士学位,
818,Materials Engineer,材料工程师,
819,Materials Engineering,材料工程学,
820,Materials Science,材料科学,
821,Materials Scientist,材料科学家,
822,Mathematical Reasoning,数学推理,
823,Mathematician,数学家,
824,Mathematics,数学,
825,Mathematics and Science,数学和科学,
826,"Mathematics, General",数学，普通,数学（普通）
827,May,五月,
828,Meat Cutting/Meat Cutter,切肉/切肉工,
829,Meat Packer,肉制品包装员,
830,"Meat, Poultry, Fish Cutter",肉、禽、鱼切肉工,
831,Mechanic Supervisor,机械主管,
832,Mechanical,机械,
833,Mechanical Door Repairer,机械门修理工,
834,Mechanical Drafter,机械制图员,
835,Mechanical Engineer,机械工程师,
836,Mechanical Engineering,机械工程,
837,Mechanical Engineering/Mechanical Technology/Technician,机械工程/机械技术/技师,
838,Mechanical Insulation Worker,机械绝缘工人,
839,Mechanical Technician,机械技师,
840,Medical And Health Services Manager,医疗卫生服务经理,
841,Medical Appliance Technician,医疗器械技师,
842,Medical Assistant,医疗助理,
843,Medical Equipment Preparer,医疗设备技术员,
844,Medical Equipment Repairer,医疗设备修理工,
845,Medical Office Assistant/Specialist,医务室助理/专员,医疗室助理/专家
846,Medical Radiologic Technology/Science - Radiation Therapist,放射医疗技术/科学-放射治疗师,
847,Medical Record Technician,病例技师,医疗记录工作人员
848,Medical Scientist,医学科学家,
849,Medical Secretary,医疗秘书,
850,Medical Technician,医疗技师,
851,Medical Technologist,医疗技术员,
852,Medical Transcription/Transcriptionist,医疗转录/转录员,
853,Medical Transcriptionist,医疗转录员,
854,Medical/Clinical Assistant,医疗/临床助理,
855,Medication Aide,药物助理,
856,Medicine,医学,
857,Medicine and Dentistry,医学和牙科,
858,Meeting and Event Planning,会议和活动策划,
859,Memorization,记忆,
860,Mental Health Counseling/Counselor,心理健康咨询/顾问,
861,Mental Health Counselor,心理健康顾问,
862,Mental Health Worker,精神卫生工作者,精神健康工作者
863,Mental Processes,心理过程,
864,Merchandise Displayer,商品陈列员,
865,Metal Building Assembly/Assembler,金属建筑装配/装配工,金属构建装配/装配工
866,Metal Caster,金属铸造员,
867,Metal Pickling Equipment Operator,金属酸洗设备操作员,
868,Metal and Jewelry Arts,金属和珠宝艺术,
869,Metal-Refining Furnace Operator,金属提纯炉操作员,
870,Metal/Plastic Layout Worker,金属/塑料规划员,金属/塑料排版员
871,Metal/Plastic Model Maker,金属/塑料模型制作工,
872,Metal/Plastic Patternmaker,金属/塑料制模师,
873,Meter Reader,读表员,
874,Microbiologist,微生物学家,
875,"Microbiology, General",微生物学，普通,微生物学（普通）
876,Middle School Special Education Teacher,中学特殊教育教师,
877,Middle School Teacher,中学教师,
878,Middle School Technical Education Teacher,中学技术教育教师,
879,Milling/Planing Machine Operator,铣床/刨床操作员,
880,Millwright,技工,
881,Mine Cutting Machine Operator,矿山切割机操作员,
882,Mine Shuttle Car Operator,矿车操作员,
883,Mining Roof Bolter,矿用锚杆钻机操作员,
884,Mining Technology/Technician,采矿技术/技术员,
885,"Mining, Quarrying, and Oil and Gas Extraction",采矿、采石和油气开采,
886,Mixing/Blending Machine Operator,混匀机操作员,
887,Mobile Heavy Equipment Mechanic,移动重型设备技工,
888,Mobile Home Installer,活动板房安装工,
889,Model,模型,
890,Molder/Shaper/Caster,铸模/成型/铸造工,
891,Molding/Coremaking/Casting Machine Operator,铸模/制芯/铸造机操作员,
892,Monacan researchers pioneered a new technique in exposed to radiation today.,今天，莫那干大学的研究人员开创了一项暴露于辐射下的新技术。,今天，摩纳哥研究人员开创的一项新技术可以在暴露于辐射的情况下操作。
893,Monitoring,监控,
894,Monitoring and Controlling Resources,监控资源,监控和管理资源
895,"Monitoring processes, materials, and surroundings",监控过程、材料和环境,
896,Montserratian engineers unveiled an algorithm capable of coordinate or lead others.,蒙特塞拉提安的工程师们公布了一种能够协调或领导他人的算法。,蒙特塞拉特工程师公布的一种新算法拥有协调或者领导他人的能力。
897,Motion Picture Projectionist,电影放映员,
898,Motor Vehicle Electronic Installer/Repairer,机动车电子安装/修理工,
899,Motorboat Mechanic,摩托艇技工,
900,Motorboat Operator,摩托艇操作员,
901,Motorcycle Maintenance and Repair Technology/Technician,摩托车维修技术/技师,摩托车维护与维修技术/技师
902,Motorcycle Mechanic,摩托车技工,
903,Multilimb Coordination,肢体协调,
904,Multimedia Artist,多媒体艺术家,
905,Multimedia Collections Specialist,多媒体收藏专员,多媒体收藏专家
906,Multiple Machine Tool Operator,多机床操作员,
907,Museum Technician,博物馆技师,博物馆技术人员
908,Music Composer,作曲家,
909,"Music Performance, General",音乐表演，普通,音乐表演（普通）
910,Musical Instrument Fabrication and Repair,乐器制造与修理,
911,Musical Instrument Repairer/Tuner,乐器修理工/调音师,
912,Namibian engineers pioneered a new technique in explosive strength today.,纳米比亚的工程师今天开创了一种爆炸强度的新技术。,今天，纳米比亚工程师在爆炸强度方面开创了一门新技术。
