,en,fr,correction
311,Cooling/Freezing Equipment Operator,Opérateur d'équipement de réfrigération et de congélation,
312,Coordinating the Work and Activities of Others,Coordination du travail et des activités d'autrui,Coordination du travail et des activités des autres
313,Coordination,Coordination,
314,Coordination and leading others,Coordination et direction des autres,
315,Correctional Officer,Agent de correction,
316,Correctional Officer Supervisor,Surveillant des agents de correction,Superviseur des agents correctionnels
317,"Corrections and Criminal Justice, Other","Services correctionnels et justice pénale, autres","Corrections et justice pénale, autres"
318,Correspondence Clerk,Commis à la correspondance,Commis de correspondance
319,"Cosmetology/Cosmetologist, General","Cosmétologie/Cosmétologiste, en général",
320,Cost Estimator,Estimateur de coûts,
321,Costa Rican engineers unveiled an algorithm capable of glare sensitivity.,Les ingénieurs costariciens ont dévoilé un algorithme capable de sensibilité à l'éblouissement.,
322,Costume Attendant,Préposé aux costumes,
323,Counselor Education/School Counseling and Guidance Services,Services de formation des conseillers et conseillères scolaires et services de conseil et d'orientation scolaires,Conseiller en éducation/Services de conseil et d'orientation scolaire
324,Counter Attendant,Préposé au comptoir,
325,Courier,Courrier,
326,Court Clerk,Greffier du tribunal,
327,Court Reporter,Sténographe judiciaire,
328,Court Reporting/Court Reporter,Sténographe judiciaire/Sténographe judiciaire,Sténographe judiciaire/Sténographie judiciaire
329,Craft Artist,Artiste manuel,
330,"Cramped Work Space, Awkward Positions","Espace de travail exigu, positions inconfortables",
331,Crane And Tower Operator,Conducteur de grue et de tour,
332,Credit Analyst,Analyste de crédit,
333,Credit Authorizer,Autorisateur de crédit,
334,Credit Counselor,Conseiller en crédit,
335,Criminal Investigator,Enquêteur criminel,
336,Criminal Justice/Police Science,Justice pénale/Sciences policières,
337,Criminal Justice/Safety Studies,Justice pénale/études sur la sécurité,Justice pénale/études de sécurité
338,Critical Thinking,Pensée critique,
339,Crossing Guard,Gardien de passage à niveau,Gardien de passage
340,Culinary Arts/Chef Training,Arts culinaires/Formation des chefs,
341,Curator,Curateur,
342,Curriculum and Instruction,Programme d'études et enseignement,
343,Customer Service Representative,Représentant du service à la clientèle,Représentant du service clientèle
344,Customer Service Support/Call Center/Teleservice Operation,Soutien au service à la clientèle/Centre d'appel/Téléservice,Service d'assistance de clientèle/Centre d'appel/Operation de téléservice
345,Customer and Personal Service,Service à la clientèle et services personnels,Service clientèle et personnel
346,Cutting/Punching/Press Machine Operator,Opérateur de machine à découper/poinçonner/presse,
347,Cutting/Slicing Machine Operator,Opérateur de machine à découper et à trancher,
348,"Dance, General","Danse, en général",
349,Data Entry Keyer,Codeur de saisie des données,
350,Data Processing and Data Processing Technology/Technician,Informatique et technologie de l'information/Technicien en informatique,
351,Database Administrator,Administrateur de base de données,
352,Dealing with external customers,Relations avec des clients externes,
353,Dealing with physically aggressive people,Gérer des personnes physiquement agressives,
354,Dealing with unpleasant or angry people,Traiter avec des personnes désagréables ou en colère,Gérer des personnes désagréables ou en colère
355,Dec,Déc,
356,Deductive Reasoning,Raisonnement déductif,
357,Degree of Automation,Degré d'automatisation,
358,Dental Assistant,Assistante dentaire,Assistant dentaire
359,Dental Assisting/Assistant,Assistant dentaire,Assistant/Assistance dentaire
360,Dental Hygiene/Hygienist,Hygiène dentaire/hygiéniste dentaire,
361,Dental Hygienist,Hygiéniste dentaire,
362,Dental Laboratory Technician,Technicien de laboratoire dentaire,
363,Dental Laboratory Technology/Technician,Technologie/Technicien de laboratoire dentaire,
364,Dentist,Dentiste,
365,Dentistry,Dentisterie,
366,Depth Perception,Perception de la profondeur,
367,Derrick Operator,Opérateur de derrick,
368,Design,Conception,
369,"Design and Visual Communications, General","Conception et communications visuelles, en général",
370,Desktop Publisher,Desktop Publisher,Éditeur de documents
371,Developing Objectives and Strategies,Élaboration d'objectifs et de stratégies,
372,Developing and Building Teams,Développement et constitution d'équipes,
373,Developmental Services Worker,Travailleur des services de développement,
374,Diagnostic Medical Sonographer,Échographiste médical diagnostique,Échographiste de diagnostique médical 
375,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,Technicien en échographie et en échographie diagnostique médicale,Technicien en échographie médicale diagnostique/sonographe et échographiste
376,Diesel Engine Specialist,Spécialiste des moteurs diesel,
377,Diesel Mechanics Technology/Technician,Technologie/Technicien de la mécanique diesel,
378,Dietetic Technician,Technicien en diététique,
379,Dietetics/Dietitian,Diététique/diététicien,
380,Dietitian,Diététicien,
381,Dishwasher,Plongeur (restauration),
382,Dispatcher,Répartiteur,
383,"Diver, Professional and Instructor","Plongeur, professionnel et instructeur",
384,Divinity/Ministry,Théologie/pasteur,
385,Doctoral Degree,Diplôme de doctorat,
386,Documenting/Recording Information,Documenter/enregistrer l'information,Documentation et enregistrement des informations
387,Dog/Pet/Animal Grooming,Toilettage de chiens/animaux/animaux de compagnie,
388,Dominican researchers unveiled an algorithm capable of spend time bending or twisting the body.,Des chercheurs dominicains ont dévoilé un algorithme capable de plier ou tordre le corps.,
389,"Drafting and Design Technology/Technician, General","Technique/Technicien de dessin et de conception, en général",
390,"Drama and Dramatics/Theatre Arts, General","Art dramatique et théâtral, en général","Drama et arts dramatiques/ de théâtres, général"
391,Dredge Operator,Conducteur de drague,
392,Drilling/Boring Machine Tool Operator,Opérateur de foreuse/aléseuse,
393,Driver/Sales Worker,Chauffeur/ouvrier en ventes,
394,Drywall Installation/Drywaller,Installation/installateur de cloison sèche,Installation/installateur de cloisons sèches
395,Drywall Installer,Poseur de cloisons sèches,
396,Duration of Typical Work Week,Durée de la semaine normale de travail,Durée de la semaine de travail typique
397,Dynamic Flexibility,Flexibilité dynamique,
398,Dynamic Strength,Résistance dynamique,Force dynamique
399,Early Childhood Education and Teaching,Éducation et pédagogie de la petite enfance,
400,Earth Driller,Foreur de terre,
401,Economics and Accounting,Économie et comptabilité,
402,"Economics, General","Économie, en général","Économie, général"
403,Economist,Économiste,
404,Ecuadorian researchers unveiled an algorithm capable of exposed to disease or infections.,Des chercheurs équatoriens ont dévoilé un algorithme en matière d'exposition à des maladies ou des infections.,
405,Editor,Éditeur,
406,Education Administrator,Administrateur de l'éducation,
407,Education and Training,Éducation et formation,
408,"Education, General","Éducation, en général","Éducation, général"
409,"Educational Leadership and Administration, General","Direction et administration de l'éducation, en général",
410,Educational Services,Services d'enseignement,Services d'éducation 
411,Educational/Instructional Technology,Technologie de l'éducation et de l'enseignement,
412,Egyptian scientists unveiled an algorithm capable of arm-hand steadiness.,Des scientifiques égyptiens ont dévoilé un algorithme capable de stabiliser les bras.,Des scientifiques égyptiens ont dévoilé un algorithme capable de stabilité des bras et des mains.
413,Electric Motor Repairer,Réparateur de moteurs électriques,
414,Electrical Drafter,Dessinateur de schémas électriques,Dessinateur électrique
415,Electrical Engineer,Ingénieur électricien,Ingénieur en électricité
416,Electrical Equipment Assembler,Monteur d'équipements électriques,
417,Electrical Power-Line Installer/Repairer,Installateur/réparateur de lignes électriques sous tension,
418,Electrical Technician,Technicien électricien,Technicien en électricité
419,Electrical and Electronics Engineering,Génie électrique et électronique,
420,"Electrical, Electronic and Communications Engineering Technology/Technician","Technologie/Technicien en génie électrique, électronique et des communications",
421,"Electrical/Electronics Equipment Installation and Repair, General","Installation et réparation d'équipements électriques/électroniques, en général",
422,Electrician,Électricien,
423,Electrician Helper,Assistant électricien,
424,Electro-Mechanical Technician,Technicien en électro-mécanique,
425,Electromechanical Equipment Assembler,Monteur d'équipements électro-mécaniques,
426,Electronic Mail,Courrier électronique,
427,Electronics Engineer,Ingénieur en électronique,
428,Elementary Education and Teaching,Éducation et pédagogie dans l'enseignement primaire,Enseignement primaire et didactique
429,Elementary School Teacher,Enseignant à l'élémentaire,
430,Elevator Installer/Repairer,Installateur/réparateur d'ascenseur,
431,Embalmer,Embaumeur,
432,Emergency Care Attendant (EMT Ambulance),Préposé aux soins d'urgence (ambulancier),Aide-soignant d'urgence (Ambulance EMT)
433,Emergency Management Director,Directeur de la gestion des urgences,
434,Emergency Medical Technology/Technician (EMT Paramedic),Technologie médicale d'urgence/technicien (ambulancier paramédical),Technologie médicale d'urgence/technicien (EMT paramédical)
435,Emiri scientists pioneered a new technique in selective attention today.,"Aujourd'hui, des scientifiques d'Emiri ont mis au point une nouvelle technique en matière d'attention sélective.","Aujourd'hui, des scientifiques Emiri ont mis au point une nouvelle technique en matière d'attention sélective."
436,Enduring contaminants,Supporter des contaminants,
437,Enduring diesase or infection,Résister à une maladie ou une infection,
438,Enduring environmentally unstable indoors,Supporter l'instabilité de l'environnement à l'intérieur,
439,Enduring hazardous conditions,Supporter des conditions dangereuses,
440,Enduring hazardous equipment,Résister à un équipement dangereux,Supporter un équipement dangereux
441,Enduring high places,Supporter des hauteurs élevées,
442,Enduring minor injuries,Résister à des blessures mineures,Supporter des blessures mineures
443,Enduring outdoor weather,Supporter la météo extérieure,
444,Enduring radiation,Supporter un rayonnement durable,Supporter un rayonnement
445,Enduring uncomfortable sounds,Supporter les sons inconfortables,
446,Enduring very bright and dim lighting,Supporter un éclairage très lumineux et très faible,Supporter un éclairage très clair et très faible
447,Enduring very hot and cold temperatures,Supporter des températures très chaudes et très froides,
448,Enduring whole body vibrations,Supporter des vibrations sur tout le corps,
449,Engine Assembler,Assembleur de moteurs,
450,Engine Machinist,Machiniste moteur,Machiniste de moteurs
451,Engineer,Ingénieur,
452,Engineering Technician,Technicien en ingénierie,
453,Engineering and Technology,Ingénierie et technologie,
454,"Engineering, General","Ingénierie, en général",
455,English Language,Langue anglaise,
456,"English Language and Literature, General","Langue et littérature anglaises, en général",
457,Enterprising,Entreprenant,Entreprendre
458,Environmental Engineer,Ingénieur en environnement,
459,Environmental Engineering Technology/Environmental Technology,Technologie du génie de l'environnement/technologie environnementale,Technologie de génie environnementale/technologie environnementale
460,Environmental Health,Santé de l’environnement,Hygiène de l’environnement
461,Environmental Health Technician,Technicien en hygiène de l'environnement,
462,Environmental Science,Sciences de l'environnement,Science de l'environnement
463,Environmental Scientist,Scientifique de l'environnement,
464,Environmental Technician,Technicien en environnement,
465,Environmental/Environmental Health Engineering,Génie de l'environnement et de l'hygiène environnementale,
466,Epidemiologist,Épidémiologiste,
467,Epidemiology,Épidémiologie,
468,Equestrian/Equine Studies,Études équestres,Études équestres/équines
469,Equipment Maintenance,Entretien des équipements,
470,Equipment Selection,Choix de l'équipement,
471,Establishing and Maintaining Interpersonal Relationships,Établir et maintenir des relations interpersonnelles,
472,"Estimating the Quantifiable Characteristics of Products, Events, or Information","Estimation des caractéristiques quantifiables des produits, des événements ou de l'information",
473,Etcher/Engraver,Graveur,
474,Ethiopian researchers unveiled an algorithm capable of responsible for others' health and safety.,Des chercheurs éthiopiens ont dévoilé un algorithme capable de prendre en charge la santé et la sécurité des autres.,
475,Ethiopian scientists pioneered a new technique in work schedules today.,"Aujourd'hui, des scientifiques éthiopiens ont mis au point une nouvelle technique en matière de programmes de travail.",
476,Event Planner,Planificateur d'événements,
477,Excavating/Loading Machine Operator,Opérateur de machine d'excavation/de chargement,
478,Executive Administrative Assistant,Adjointe administrative exécutive,Adjoint exécutif administratif
479,Exercise Physiologist,Physiologiste de l'exercice,
480,Explosive Strength,Résistance à l'explosion,Force explosive
481,Explosives Worker,Ouvrier en explosifs,
482,Extent Flexibility,Degré de flexibilité,Ampleur de la flexibilité
483,Extraction Worker Helper,Assistant d'ouvrier chargé de l'extraction,Assistant d'ouvrier d'extraction
484,Extruding/Drawing Machine Operator,Opérateur de machine d'extrusion/étirage,
485,Extruding/Forming Machine Operator,Opérateur de machine d'extrusion/formage,
486,Fabric Mender,Raccommodeur de tissus,
487,Fabric/Apparel Patternmaker,Dessinateur de tissus et d'articles d'habillement,
488,Face-to-Face Discussions,Discussions en face à face,
489,Faller,Bûcheron,
490,Family Practice Nurse/Nursing,Infirmière de famille,Infirmière de famille/infirmerie
491,Family Social Worker,Assistante sociale,Assistant social familial
492,Far Vision,Vision de loin,
493,Farm And Home Management Advisor,Conseiller en gestion agricole et domestique,
494,Farm Equipment Mechanic,Mécanicien en équipements agricoles,
495,Farm Labor Contractor,Entrepreneur en main-d'œuvre agricole,Contractant de travail agricole
496,Farm Product Buyer,Acheteur de produits agricoles,
497,Farmer,Agriculteur,
498,Farming/Fishing/Forestry Supervisor,"Superviseur de l'agriculture, de la pêche et de la sylviculture",
499,Farmworker,Travailleur agricole,
500,Fashion Designer,Créateur de mode,Styliste de mode
501,Fashion Merchandising,Merchandising de la mode,Marchandisage de la mode
502,Fashion Modeling,Conception de mode,
503,Fashion/Apparel Design,Design de la mode et de l'habillement,
504,Fast Food Cook,Cuisinier de fast-food,
505,Feb,Fév,
506,Fence Erector,Monteur de clôture,Érecteur de clôture
507,Fiberglass Fabricator,Fabricant de fibre de verre,
508,File Clerk,Commis aux dossiers,
509,Film Editor,Monteur de film,
510,Finance and Insurance,Finances et assurances,
511,"Finance, General","Finances, en général",
512,Financial Analyst,Analyste financier,
513,Financial Examiner,Examinateur financier,
514,Financial Manager,Directeur financier,
515,Financial Planning and Services,Planification et services financiers,
516,Financial Specialist,Spécialiste financier,
517,Fine Artist,Artiste Beaux-Arts,
518,Fine Arts,Beaux-Arts,
519,Finger Dexterity,Dextérité des doigts,
520,Finnish engineers performs repairing and maintaining electronic equipment like a human.,Des ingénieurs finlandais ont mis au point un algorithme capable de réparer et entretenir des équipements électroniques comme un humain.,
521,"Finnish researchers performs spend time kneeling, crouching, stooping, or crawling like a human.","Des chercheurs finlandais ont mis au point un algorithme capable de s'agenouiller, s'accroupir, se pencher ou ramper comme un humain.",
522,Fire Inspector,Inspecteur des incendies,
523,Fire Science/Fire-fighting,Science du feu et lutte contre l'incendie,Science du feu et lutte contre les incendies
524,Fire Services Administration,Administration des services d'incendie,
525,Firefighter,Pompier,
526,Firefighter Supervisor,Superviseur des pompiers,
527,First Interest High-Point,Intérêt de premier ordre,
528,First Professional Degree,Premier diplôme professionnel,
529,Fish And Game Warden,Gardien des poissons et du gibier,Gardien de chasse et de pêche
530,Fisher,Pêcheur,
531,Fitness Trainer,Entraîneur fitness,
532,Flexibility of Closure,Souplesse de la fermeture,
533,Flight Attendant,Hôtesse de l'air/Steward,
534,Floor Layer,Poseur de revêtement de sol,
535,Floor Sander/Finisher,Ponceur/finisseur de plancher,
536,Floral Designer,Créateur floral,Styliste floral
537,Fluency of Ideas,Fluidité des idées,
538,Food And Tobacco Machine Operator,Opérateur de machines pour l'alimentation et le tabac,Opérateur de machines d'alimentation et du tabac
539,Food Batchmaker,Préparateur de lots alimentaires,
540,Food Cooking Machine Operator,Opérateur/opératrice de machine de cuisson d'aliments,
541,Food Preparation And Service Worker,Agent chargé de la préparation et du service d'aliments,Employé(e) chargé(e) de la préparation et du service des aliments
542,Food Preparation Supervisor,Superviseur dans la préparation des aliments,
543,Food Preparation Worker,Préparateur d'aliments,
544,Food Preparation/Professional Cooking/Kitchen Assistant,Préparation des aliments/Cuisine professionnelle/Assistante de cuisine,Préparation des aliments/Cuisine professionnelle/Assistant cuisinier
545,Food Production,Production alimentaire,
546,Food Science,Sciences de l'alimentation,Science d'alimentation
547,Food Scientist,Scientifique de l'alimentation,
548,Food Service Manager,Gestionnaire de services alimentaires,
549,Food Technology and Processing,Technologie et transformation des aliments,
550,Foreign Language,Langue étrangère,
551,Forensic Science and Technology,Sciences et technologie judiciaires,
552,Forensic Technician,Technicien judiciaire,
553,Forest And Conservation Worker,Travailleur forestier et de la conservation,Travailleur forestier et de conservation
554,Forest Fire Inspector,Inspecteur des incendies de forêts,
555,Forest Technology/Technician,Technologie forestière/technicien forestier,
556,Forester,Forestier,
557,Forging Machine Operator,Opérateur de machine à forger,
558,Forming/Compacting Machine Operator,Opérateur de machine de formage/compactage,
559,Foundry Mold And Coremaker,Ouvrier en moules de fonderie et fabrication de noyaux,Moule de fonderie et noyauteur
560,Freedom to Make Decisions,Liberté de prendre des décisions,
561,Frequency of Conflict Situations,Fréquence des situations de conflit,
562,Fundraiser,Responsable de la collecte de fonds,Collecteur de fonds
563,Funeral Attendant,Préposé funéraire,
564,Funeral Director,Directeur de funérailles,
565,Funeral Service Manager,Gestionnaire de services funéraires,
566,"Funeral Service and Mortuary Science, General","Services funéraires et sciences funéraires, en général",
567,Furnace/Kiln Operator,Cuiseur de briques et tuiles,Opérateur de four/cuillère
568,Furniture Design and Manufacturing,Conception et fabrication de meubles,
569,Furniture Finisher,Finisseur de meubles,
570,Gabonese engineers performs duration of typical work week like a human.,Des ingénieurs gabonais ont mis au point un algorithme capable de gérer la durée d'une semaine typique de travail comme un humain.,Des ingénieurs gabonais ont mis au point un algorithme capable d'une semaine typique de travail comme un humain.
571,Gaming Book Writer,Écrivain de livres de jeux vidéo,Écrivain de livres de jeux
572,Gaming Cage Worker,Travailleur de cage de jeux vidéo,Travailleur de cage de jeux
573,Gaming Dealer,Revendeur de jeux vidéo,
574,Gaming Investigator,Enquêteur sur les jeux vidéo,
575,Gaming Manager,Gestionnaire de jeux vidéo,
576,Gaming Supervisor,Superviseur de jeux vidéo,
577,Gas Plant Operator,Opérateur d'usine de gaz,Opérateur d'une centrale de gaz
578,Gas Pumping Station Operator,Opérateur de station de pompage,
579,General Office Occupations and Clerical Services,Employés de bureau généraux et services de bureau,Emplois de bureau généraux et services de bureau
580,General Practitioner,Médecin généraliste,
581,Genetic Counseling/Counselor,Conseil/conseiller en génétique,Conseil/conseiller génétique
582,Genetic Counselor,Conseiller en génétique,
583,Geographer,Géographe,
584,Geographic Information Science and Cartography,Sciences de l'information géographique et cartographie,
585,Geography,Géographie,
586,Geological And Petroleum Technician,Technicien en géologie et en pétrole,
587,Geological Engineer,Ingénieur géologue,
588,Geological/Geophysical Engineering,Génie géologique/géophysique,
589,"Geology/Earth Science, General","Géologie/Sciences de la Terre, en général",
590,Georgian scientists performs food production like a human.,Des scientifiques géorgiens ont mis au point un système capable de production alimentaire comme un humain.,
591,Geoscientists,Géoscientifique,
592,German engineers pioneered a new technique in deal with unpleasant or angry people today.,"Aujourd'hui, des ingénieurs allemands ont mis au point une nouvelle technique capable de gérer les gens désagréables ou en colère.","Aujourd'hui, des ingénieurs allemands ont mis au point une nouvelle technique capable pour gérer les gens désagréables ou en colère."
593,Getting Information,Obtention d'informations,
594,Gibraltar engineers pioneered a new technique in operation and control today.,"Aujourd'hui, des ingénieurs de Gibraltar ont mis au point une nouvelle technique en matière d'opération et de commande.",
595,Glare Sensitivity,Sensibilité à l'éblouissement,
596,Glazier,Vitrier,
597,Government,Gouvernement,
598,Government Program Eligibility Interviewer,Intervieweur chargé de l'admissibilité au programme gouvernemental,Intervieweur de l'admissibilité au programme gouvernemental
599,Graduate Teaching Assistant,Attaché temporaire d'enseignement et recherche,Assistant d'enseignement supérieur
600,"Graphic Communications, General","Communications graphiques, en général",
601,"Graphic Communications, Other","Communications graphiques, autres",
602,Graphic Design,Conception graphiste,
603,Graphic Designer,Concepteur graphiste,
604,"Graphic and Printing Equipment Operator, General Production","Opérateur d'équipement graphique et d'imprimerie, production générale",
605,Grinding/Polishing Machine Operator,Opérateur de ponceuse/polisseuse,
606,Grinding/Polishing/Buffing Machine Tool Operator,Opérateur de machine à meuler/polir/souffler,"Opérateur de machines-outils de meulage, de polissage et de soufflage"
607,Gross Body Coordination,Coordination globale du corps,
608,Gross Body Equilibrium,Équilibre corporel global,
609,Groundskeeping Supervisor,Superviseur de l'entretien du terrain,
610,Guidance Counselor,Conseiller d'orientation,
611,"Guiding, Directing, and Motivating Subordinates","Guider, diriger et motiver les subordonnés",
612,Guinean engineers performs stamina like a human.,Des ingénieurs guinéens ont mis au point un algorithme capable de faire preuve d'endurance comme un humain.,Des ingénieurs guinéens ont mis au point un algorithme endurant comme un humain.
613,Guinean scientists performs telephone like a human.,Des scientifiques guinéens ont mis au point un algorithme capable de téléphoner comme un humain.,
614,Hairdresser,Coiffeur,
615,Hand Cutter/Trimmer,Coupeur/tailleur à main,
616,Hand Grinding/Polishing Worker,Ouvrier manuel en meulage/polissage,
617,Hand Laborer/Material Mover,Ouvrier manuel/Manutention de matériel,Travailleur manuel/déménageur de matériaux
618,Hand Laborer/Material Mover Supervisor,Superviseur d'ouvriers manuels/manutention de matériel,Superviseur des travailleurs manuels et des déménageurs de matériaux
619,Hand Packer,Emballeur manuel,
620,Hand Sewer,Couturier manuel,
621,Handling and Moving Objects,Manipulation et déplacement d'objets,
622,Handling consequence of error,Gérer les conséquences des erreurs,Gestion des conséquences des erreurs
623,Handling frequent decisions,Gérer des décisions fréquentes,Gestion des décisions fréquentes
624,Handling time pressure,Gérer la pression du temps,Gestion de la pression du temps
625,Handling work schedules,Gestion des horaires de travail,
626,Hazardous Materials Management and Waste Technology/Technician,Technologie/Technicien en gestion des matières dangereuses et des déchets,Technologie/Technicien en gestion des matériaux dangereux et des déchets
627,Hazardous Materials Removal Worker,Ouvrier chargé de l'élimination de matériaux dangereux,Ouvrier en élimination de matériaux dangereux
628,Health And Safety Engineer,Ingénieur en santé et sécurité,
629,Health Care and Social Assistance,Soins de santé et assistance sociale,
630,Health Diagnosing Practitioner,Praticien en diagnostic de santé,Praticien de santé en diagnostic
631,Health Educator,Professionnel en éducation pour la santé,Education sanitaire
632,Health Information/Medical Records Technology/Technician,Technologie /technicien en information sur la santé/dossiers médicaux,
633,Health Services,Services de santé,Services sanitaires
634,Health Technologist,Technologue de la santé,
635,"Health and Physical Education/Fitness, General","Santé et éducation physique/fitness, en général",
636,Health/Health Care Administration/Management,Administration/gestion de la santé et des soins de santé,
637,Healthcare Practitioner,Praticien de la santé,
638,Healthcare Social Worker,Travailleur social en soins de santé,
639,Healthcare Support Worker,Travailleur de soutien en soins de santé,Travailleur d'assistance en soins de santé
640,Hearing Aid Specialist,Spécialiste des audioprothèses,Spécialiste en audioprothèses
641,Hearing Instrument Specialist,Spécialiste des appareils auditifs,Spécialiste en appareils auditifs
642,Hearing Sensitivity,Sensibilité auditive,
643,Heat Treating Equipment Operator,Opérateur en équipement de traitement thermique,Opérateur d'équipement de traitement thermique
644,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","Technique/Technicien d'entretien des installations de chauffage, de climatisation, de ventilation et de réfrigération",
645,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician","Technique/Technicien du chauffage, de la ventilation, de la climatisation et de la réfrigération","Technique/Technicien en génie de chauffage, de la ventilation, de la climatisation et de la réfrigération"
646,Heavy Equipment Maintenance Technology/Technician,Technologie/Technicien d'entretien de l'équipement lourd,Technologie/Technicien d'entretien d'équipements lourds
647,Heavy/Tractor-Trailer Truck Driver,Conducteur de poids lourd/semi-remorque,
648,Hellenic engineers pioneered a new technique in wrist-finger speed today.,"Aujourd'hui, des ingénieurs helléniques ont mis au point une nouvelle technique en matière de rapidité poignet-doigts.",
649,"Hellenic engineers unveiled an algorithm capable of spend time climbing ladders, scaffolds, or poles.","Des ingénieurs grecs ont dévoilé un algorithme capable de monter des échelles, des échafaudages ou des poteaux.",
650,High School Diploma,Diplôme d'études secondaires,
651,Highway Maintenance Worker,Ouvrier chargé des travaux d’entretien sur autoroutes,Ouvrier en travaux d’entretien des autoroutes
652,Historian,Historien,
653,History and Archeology,Histoire et archéologie,
654,"History, General","Histoire, en général",
655,Hoist And Winch Operator,Conducteur d'appareil de levage et de treuil,
656,Home Appliance Repairer,Réparateur en électroménager,
657,Home Entertainment Installer/Repairer,Installateurs/réparateurs de systèmes de divertissement à domicile,
658,Home Health Aide,Aide à domicile,Aide sanitaire à domicile
659,Home Health Aide/Home Attendant,Aide-soignant à domicile,Aide sanitaire à domicile/Assistant à domicile
660,Homeland Security,Sécurité intérieure,
661,Honduran engineers performs public safety and security like a human.,Des ingénieurs honduriens ont mis au point un algorithme capable d'assurer la sécurité publique comme un humain.,
662,"Hospitality Administration/Management, General","Administration/gestion de l'accueil, en général",
663,Hotel Desk Clerk,Commis de comptoir à l'hôtel,Commis de comptoir d'hôtel
664,Housekeeping Cleaner,Nettoyeur en entretien ménager,Nettoyeur d'entretien ménager
665,"Human Development and Family Studies, General","Études du développement humain et de la famille, en général",
666,Human Resources Assistant,Adjoint aux ressources humaines,Adjoint en ressources humaines
667,"Human Resources Management/Personnel Administration, General","Gestion des ressources humaines/Administration du personnel, en général",
668,Human Resources Manager,Directeur des ressources humaines,
669,Human Resources Specialist,Spécialiste en ressources humaines,
670,Hvac Mechanic/Installer,Mécanicien/Installateur Hvac,
671,Hydrologist,Hydrologue,
672,Icelandic scientists unveiled an algorithm capable of exposed to hazardous conditions.,Des scientifiques islandais ont dévoilé un algorithme en matière d'exposition à des conditions dangereuses.,
673,"Identifying Objects, Actions, and Events","Identification des objets, des actions et des événements",
674,Impact of Decisions on Co-workers or Company Results,Incidence des décisions sur les résultats des collègues ou de l'entreprise,Impact des décisions sur les résultats des collègues ou de l'entreprise
675,In an Enclosed Vehicle or Equipment,Dans un véhicule ou un équipement fermé,
676,"Indoors, Environmentally Controlled","Intérieur, contrôlé du point de vue de l'environnement","Intérieur, contrôlé environnementalement"
677,Inductive Reasoning,Raisonnement inductif,
678,Industrial Designer,Concepteur industriel,
679,Industrial Electrical Repairer,Réparateur électrique dans l'industrie,Réparateur électrique industriel
680,Industrial Electronics Technology/Technician,Technologie/Technicien en électronique industrielle,
681,Industrial Engineer,Ingénieur industriel,
682,Industrial Engineering,Génie industriel,
683,Industrial Machinery Mechanic,Mécanicien des machines industrielles,
684,Industrial Mechanics and Maintenance Technology,Mécanique industrielle et technologie de maintenance,
685,Industrial Production Manager,Responsable de la production industrielle,
686,Industrial Technician,Technicien industriel,
687,Industrial Technology/Technician,Technologie industrielle/Technicien,Technologie industrielle/Technicien industriel
688,Industrial Truck And Tractor Operator,Opérateur de chariots de manutention et de tracteurs,
689,Industrial-Organizational Psychologist,Psychologue du travail,Psychologue Industriel-Organisationnel
690,Information,Information,
691,Information Clerk,Commis à l'information,Commis d'information
692,Information Input,Saisie d'informations,
693,Information Ordering,Commande d'informations,
694,Information Security Analyst,Analyste sécurité,Analyste de sécurité d'information
695,"Inspecting equipment, structures, and material","Inspection de l'équipement, des structures et du matériel",
696,Inspector/Tester,Inspecteur/testeur,
697,Installation,Montage,Installation
698,Instructing,Enseignement,
699,Instructional Coordinator,Coordonnateur d'enseignement,
700,Instrumentation Technology/Technician,Technique d'instrumentation/Technicien,
701,Insulation Worker,Ouvrier dans l'isolation,
702,Insulator,Isolateur,
703,Insurance,Assurances,
704,Insurance Claims Clerk,Commis aux réclamations dans les assurances,Commis aux réclamations d'assurances
705,Insurance Sales Agent,Agent de vente en assurances,
706,Insurance Underwriter,Souscripteur d'assurances,
707,Interacting With Computers,Interaction avec des ordinateurs,
708,Interacting With Others,Interaction avec les autres,
709,Interior Design,Design d'intérieur,
710,Interior Designer,Architecte d'intérieur,Décorateur d'intérieur
711,Internist,Spécialiste en médecine interne,Interniste
712,Interpersonal Relationships,Relations interpersonnelles,
713,Interpreting the Meaning of Information for Others,Interpréter la signification de l'information pour les autres,
714,Interviewer,Intervieweur,
715,Investigative,Curieux,Investigatif
716,Ironworking/Ironworker,Ferronnerie/ferronnier,
717,Ivorian scientists performs letters and memos like a human.,Des scientifiques ivoiriens ont mis au point un algorithme qui exécute des lettres et des mémos comme un humain.,
718,Jan,Jan,
719,Janitor,Concierge,
720,Janitorial Supervisor,Superviseur de concierges,
721,Jeweler,Bijoutier,
722,Jewish/Judaic Studies,Études juives/judaïques,
723,Job Analysis Specialist,Spécialiste en analyse d'emploi,
724,Journalism,Journalisme,
725,Judge,Juge,
726,"Judging the Qualities of Things, Services, or People","Juger de la qualité des choses, des services ou des personnes","Jugement de la qualité des choses, des services ou des personnes"
727,Judgment and Decision Making,Jugement et prise de décision,
728,Judicial Law Clerk,Greffier du contentieux judiciaire,
729,Jul,Jui,
730,Jun,Juin,
