,en,es,correction
315,Correctional Officer,Funcionario de prisiones,Funcionario correccional
316,Correctional Officer Supervisor,Supervisor de funcionario de prisiones,Supervisor correcional
317,"Corrections and Criminal Justice, Other","Correccionales y justicia criminal, otros",
318,Correspondence Clerk,Empleado de correspondencia,
319,"Cosmetology/Cosmetologist, General","Cosmetología/cosmetólogo, general",Cosmetología/cosmetólog general
320,Cost Estimator,Estimador de costes,
321,Costa Rican engineers unveiled an algorithm capable of glare sensitivity.,Los ingenieros de Costa Rica han descubierto un algoritmo con sensibilidad a la luz.,Los ingenieros costarricenses han descubierto un algoritmo capaz de percibir fotosensibilidad
322,Costume Attendant,Asistente de vestuario,
323,Counselor Education/School Counseling and Guidance Services,Consejero de educación/servicios de consejería y orientación para escuelas,
324,Counter Attendant,Asistente de mostrador,
325,Courier,Mensajero,
326,Court Clerk,Secretario de tribunal,
327,Court Reporter,Escribano de tribunal,
328,Court Reporting/Court Reporter,Transcripciones de tribunal/escribano de tribunal,
329,Craft Artist,Artista de manualidades,
330,"Cramped Work Space, Awkward Positions","Espacio de trabajo reducido, posturas forzadas",
331,Crane And Tower Operator,Operador de grúas y torres,
332,Credit Analyst,Analista de créditos,
333,Credit Authorizer,Autorizador de créditos,
334,Credit Counselor,Consejero de créditos,
335,Criminal Investigator,Investigador criminal,
336,Criminal Justice/Police Science,Ciencias policiales/de justicia criminal,
337,Criminal Justice/Safety Studies,Estudios de seguridad/justicia criminal,
338,Critical Thinking,Pensamiento crítico,
339,Crossing Guard,Guardia de cruce,
340,Culinary Arts/Chef Training,Artes culinarias/formación de jefe de cocina,
341,Curator,Curador,
342,Curriculum and Instruction,Curriculum e instrucción,
343,Customer Service Representative,Representante del servicio de atención al cliente,Representante servicio al cliente
344,Customer Service Support/Call Center/Teleservice Operation,Soporte de servicio para clientes/centro de llamadas/operación de teleservicios,Soporte de servicio al clientes/centro de llamadas/operación de teleservicios
345,Customer and Personal Service,Servicio al cliente y personal,
346,Cutting/Punching/Press Machine Operator,Operador de máquinas de corte/punzonado/prensado,Operador de máquinas de corte/perforado/prensado
347,Cutting/Slicing Machine Operator,Operador de máquinas de corte/loncheado,Operador de máquinas de corte/rebanadoras
348,"Dance, General","Danza, general",Danza general
349,Data Entry Keyer,Manipulador de entrada de datos,
350,Data Processing and Data Processing Technology/Technician,Procesamiento de datos y tecnología/técnico de procesamiento de datos,
351,Database Administrator,Administrador de bases de datos,
352,Dealing with external customers,Tratar con clientes externos,
353,Dealing with physically aggressive people,Tratar con personas físicamente agresivas,
354,Dealing with unpleasant or angry people,Tratar con personas desagradables o enfadadas,
355,Dec,Dic,
356,Deductive Reasoning,Razonamiento deductivo,
357,Degree of Automation,Nivel de automatización,Grado en automatización
358,Dental Assistant,Asistente dental,
359,Dental Assisting/Assistant,Asistencia/asistente dental,
360,Dental Hygiene/Hygienist,Higiene/higienista dental,
361,Dental Hygienist,Higienista dental,
362,Dental Laboratory Technician,Técnico en laboratorio dental,
363,Dental Laboratory Technology/Technician,Tecnología/técnico de laboratorio dental,
364,Dentist,Dentista,
365,Dentistry,Odontología,
366,Depth Perception,Percepción de profundidad,
367,Derrick Operator,Operador de grúa,
368,Design,Diseño,
369,"Design and Visual Communications, General","Diseño y comunicaciones visuales, general",Diseño y comunicaciones visuales generales
370,Desktop Publisher,Autoeditor,
371,Developing Objectives and Strategies,Desarrollar objetivos y estrategias,
372,Developing and Building Teams,Desarrollar y formar equipos,
373,Developmental Services Worker,Trabajador de servicios de desarrollo,
374,Diagnostic Medical Sonographer,Sonógrafo médico de diagnósticos,
375,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,Sonografía/sonógrafo en medicina diagnóstica y técnico de ultrasonidos,
376,Diesel Engine Specialist,Especialista en motores diésel,
377,Diesel Mechanics Technology/Technician,Tecnología/técnico en mecánica diésel,
378,Dietetic Technician,Técnico en dietética,
379,Dietetics/Dietitian,Dietética/dietista,
380,Dietitian,Dietista,
381,Dishwasher,Lavaplatos,
382,Dispatcher,Transportista,
383,"Diver, Professional and Instructor","Buzo, profesional e instructor",Buzo profesional e instructor
384,Divinity/Ministry,Teología/ministerio,Teología/sacerdocio
385,Doctoral Degree,Título de doctorado,
386,Documenting/Recording Information,Documentación/recopilación de información,
387,Dog/Pet/Animal Grooming,Peluquería de perros/mascotas/animales,
388,Dominican researchers unveiled an algorithm capable of spend time bending or twisting the body.,Los investigadores dominicanos han descubierto un algoritmo capaz de pasar tiempo inclinando o retorciendo el cuerpo.,
389,"Drafting and Design Technology/Technician, General","Tecnología/técnico de redacción y diseño, general",Tecnología/técnico de redacción y diseño general
390,"Drama and Dramatics/Theatre Arts, General","Drama y dramaturgia/artes teatrales, general",Drama y dramaturgia/artes teatrales generales
391,Dredge Operator,Operador de draga,
392,Drilling/Boring Machine Tool Operator,Operador de máquinas herramienta de perforación/taladrado,Operador de máquinas y herramientas de perforación/taladrado
393,Driver/Sales Worker,Conductor/empleado de ventas,
394,Drywall Installation/Drywaller,Instalación de cartón yeso/yesero,
395,Drywall Installer,Instalador de paneles de yeso,
396,Duration of Typical Work Week,Duración de la semana laboral típica,
397,Dynamic Flexibility,Flexibilidad dinámica,
398,Dynamic Strength,Fuerza dinámica,
399,Early Childhood Education and Teaching,Formación y educación preescolar,
400,Earth Driller,Perforador,Excavador
401,Economics and Accounting,Economía y contabilidad,
402,"Economics, General","Economía, general",Economía general
403,Economist,Economista,
404,Ecuadorian researchers unveiled an algorithm capable of exposed to disease or infections.,Los científicos ecuatorianos han descubierto un algoritmo capaz de exponerse a enfermedades o infecciones.,
405,Editor,Editor,
406,Education Administrator,Administrador de educación,
407,Education and Training,Educación y formación,
408,"Education, General","Educación, general",Educación general
409,"Educational Leadership and Administration, General","Administración y dirección educativa, general",Administración y dirección educativa general
410,Educational Services,Servicios de educación,
411,Educational/Instructional Technology,Tecnología educativa/instructiva,
412,Egyptian scientists unveiled an algorithm capable of arm-hand steadiness.,Los investigadores egipcios han descubierto un algoritmo capaz de dar estabilidad mano-brazo.,Los investigadores egipcios han descubierto un algoritmo capaz de dar estabilidad brazo-mano.
413,Electric Motor Repairer,Reparador de motores eléctricos,
414,Electrical Drafter,Delineante eléctrico,
415,Electrical Engineer,Ingeniero eléctrico,
416,Electrical Equipment Assembler,Montador de equipos eléctricos,
417,Electrical Power-Line Installer/Repairer,Instalador/reparador de líneas de potencia eléctrica,
418,Electrical Technician,Técnico eléctrico,
419,Electrical and Electronics Engineering,Ingeniería eléctrica y electrónica,
420,"Electrical, Electronic and Communications Engineering Technology/Technician","Tecnología/técnico de electricidad, electrónica y de ingeniería de comunicaciones","Tecnología/técnico de electricidad, electrónica e ingeniería de comunicaciones"
421,"Electrical/Electronics Equipment Installation and Repair, General","Instalación y reparación de equipos eléctricos/electrónicos, general",
422,Electrician,Electricista,
423,Electrician Helper,Ayudante de electricista,
424,Electro-Mechanical Technician,Técnico en equipos electromecánicos,
425,Electromechanical Equipment Assembler,Montador de equipos electromecánicos,Ensamblador de equipos electromecánicos
426,Electronic Mail,Correo electrónico,
427,Electronics Engineer,Ingeniero en electrónica,
428,Elementary Education and Teaching,Educación y enseñanza primaria,
429,Elementary School Teacher,Profesor de escuela primaria,
430,Elevator Installer/Repairer,Instalador/reparador de elevadores,
431,Embalmer,Embalsamador,
432,Emergency Care Attendant (EMT Ambulance),Asistente de cuidados de emergencia (ambulancia de emergencias),
433,Emergency Management Director,Director en gestión de emergencias,
434,Emergency Medical Technology/Technician (EMT Paramedic),Tecnología/técnico de emergencias médicas (paramédico de emergencias),
435,Emiri scientists pioneered a new technique in selective attention today.,Los científicos de Emiratos han desarrollado hoy una nueva técnica relacionada con la atención selectiva.,Los científicos emiratís han desarrollado hoy una nueva técnica relacionada con la atención selectiva.
436,Enduring contaminants,Resistencia a contaminantes,
437,Enduring diesase or infection,Resistencia a la enfermedad o infección,
438,Enduring environmentally unstable indoors,Resistencia a interiores con ambiente inestable,Resistencia a interiores con ambientes inestables
439,Enduring hazardous conditions,Resistencia a condiciones peligrosas,
440,Enduring hazardous equipment,Resistencia a equipos peligrosos,
441,Enduring high places,Resistencia a lugares elevados,
442,Enduring minor injuries,Resistencia a lesiones menores,
443,Enduring outdoor weather,Resistencia al clima exterior,
444,Enduring radiation,Resistencia a la radiación,
445,Enduring uncomfortable sounds,Resistencia a sonidos desagradables,
446,Enduring very bright and dim lighting,Resistencia a iluminación muy brillante y tenue,
447,Enduring very hot and cold temperatures,Resistencia a temperaturas muy frías y calientes,
448,Enduring whole body vibrations,Resistencia del cuerpo entero a las vibraciones,
449,Engine Assembler,Montador de motores,Esamblador de motores
450,Engine Machinist,Maquinista de motores,
451,Engineer,Ingeniero,
452,Engineering Technician,Técnico en ingeniería,
453,Engineering and Technology,Ingeniería y tecnología,
454,"Engineering, General","Ingeniería, general",Ingeniería general
455,English Language,Inglés,Idioma inglés
456,"English Language and Literature, General","Literatura y lengua inglesa, general",Literatura y lengua inglesa general
457,Enterprising,Emprendedor,
458,Environmental Engineer,Ingeniero medioambiental,
459,Environmental Engineering Technology/Environmental Technology,Tecnología de ingeniería medioambiental/tecnología medioambiental,
460,Environmental Health,Salud medioambiental,
461,Environmental Health Technician,Técnico en salud medioambiental,
462,Environmental Science,Ciencias medioambientales,
463,Environmental Scientist,Científico medioambiental,
464,Environmental Technician,Técnico medioambiental,
465,Environmental/Environmental Health Engineering,Ingeniería medioambiental/salud medioambiental,
466,Epidemiologist,Epidemiólogo,
467,Epidemiology,Epidemiología,
468,Equestrian/Equine Studies,Estudios ecuestres/equinos,
469,Equipment Maintenance,Mantenimiento de equipos,
470,Equipment Selection,Selección de equipos,
471,Establishing and Maintaining Interpersonal Relationships,Establecimiento y mantenimiento de relaciones interpersonales,
472,"Estimating the Quantifiable Characteristics of Products, Events, or Information","Estimar las características cuantificables de productos, eventos o información",
473,Etcher/Engraver,Grabador,
474,Ethiopian researchers unveiled an algorithm capable of responsible for others' health and safety.,Los investigadores etíopes han descubierto un algoritmo capaz de responsabilizarse de la salud y la seguridad de otros.,
475,Ethiopian scientists pioneered a new technique in work schedules today.,Los científicos etíopes han desarrollado hoy una nueva técnica relacionada con los horarios de trabajo.,
476,Event Planner,Planificador de eventos,
477,Excavating/Loading Machine Operator,Operador de excavadoras/máquinas de carga,
478,Executive Administrative Assistant,Asistente administrativo ejecutivo,
479,Exercise Physiologist,Fisiólogo del ejercicio,
480,Explosive Strength,Fuerza explosiva,
481,Explosives Worker,Manipulador de productos explosivos,
482,Extent Flexibility,Flexibilidad de extensión,
483,Extraction Worker Helper,Ayudante de técnico de extracción,
484,Extruding/Drawing Machine Operator,Operador de máquinas de extrusionado/troquelado,Operador de máquinas extrusoras/troquelado
485,Extruding/Forming Machine Operator,Operador de máquinas de extrusionado/conformado,Operador de máquinas extrusoras/conformado
486,Fabric Mender,Costurero,
487,Fabric/Apparel Patternmaker,Creador de patrones,Creador de patrones para telas/ prendas de vestir
488,Face-to-Face Discussions,Discusiones cara a cara,
489,Faller,Talador,
490,Family Practice Nurse/Nursing,Enfermería/enfermero de medicina familiar,
491,Family Social Worker,Trabajador social para la familia,
492,Far Vision,Vista de lejos,
493,Farm And Home Management Advisor,Consejero de gestión de granjas y viviendas,
494,Farm Equipment Mechanic,Mecánico de equipos para granjas,
495,Farm Labor Contractor,Contratista de trabajos en granjas,
496,Farm Product Buyer,Comprador de productos de granja,
497,Farmer,Granjero,
498,Farming/Fishing/Forestry Supervisor,Supervisor de agricultura/pesca/silvicultura,
499,Farmworker,Trabajador de granja,
500,Fashion Designer,Diseñador de moda,
501,Fashion Merchandising,Mercadotecnia de moda,
502,Fashion Modeling,Modelado de moda,
503,Fashion/Apparel Design,Moda/diseño de ropa,
504,Fast Food Cook,Cocinero de comida rápida,
505,Feb,Feb,
506,Fence Erector,Constructor de vallas,
507,Fiberglass Fabricator,Fabricante de fibra de vidrio,
508,File Clerk,Archivero,
509,Film Editor,Editor de películas,
510,Finance and Insurance,Finanzas y seguros,
511,"Finance, General","Finanzas, general",Finanzas generales
512,Financial Analyst,Analista financiero,
513,Financial Examiner,Examinador financiero,
514,Financial Manager,Administrador financiero,
515,Financial Planning and Services,Planificación y servicios financieros,
516,Financial Specialist,Especialista financiero,
517,Fine Artist,Artista plástico,Artista
518,Fine Arts,Bellas Artes,
519,Finger Dexterity,Destreza de los dedos,
520,Finnish engineers performs repairing and maintaining electronic equipment like a human.,Un algoritmo de los ingenieros finlandeses actúa como un humano en cuanto a la reparación y el mantenimiento de equipos eléctricos.,
521,"Finnish researchers performs spend time kneeling, crouching, stooping, or crawling like a human.","Un algoritmo de los investigadores finlandeses actúa como un humano al pasar tiempo de rodillas, agachado, encorvado o gateando.",
522,Fire Inspector,Inspector de incendios,
523,Fire Science/Fire-fighting,Ciencias de incendios/lucha contra incendios,
524,Fire Services Administration,Administración de servicios contraincendios,
525,Firefighter,Bombero,
526,Firefighter Supervisor,Supervisor de bomberos,
527,First Interest High-Point,Primer punto alto de interés,
528,First Professional Degree,Primer diploma profesional,
529,Fish And Game Warden,Guarda de caza y pesca,Guardia de caza y pesca
530,Fisher,Pescador,
531,Fitness Trainer,Entrenador de fitness,
532,Flexibility of Closure,Flexibilidad de conclusión,Flexibilidad de cierre
533,Flight Attendant,Auxiliar de vuelo,
534,Floor Layer,Colocador de suelos,
535,Floor Sander/Finisher,Lijador/pulidor de suelos,
536,Floral Designer,Diseñador floral,
537,Fluency of Ideas,Fluidez de ideas,
538,Food And Tobacco Machine Operator,Operador de máquinas de alimentación y tabaco,
539,Food Batchmaker,Elaborador de alimentos al por mayor,
540,Food Cooking Machine Operator,Operador de máquinas de cocción de alimentos,
541,Food Preparation And Service Worker,Trabajador de preparación y servicio de alimentos,
542,Food Preparation Supervisor,Supervisor de preparación de alimentos,
543,Food Preparation Worker,Trabajador de preparación de alimentos,
544,Food Preparation/Professional Cooking/Kitchen Assistant,Preparación de alimentos/cocina profesional/ asistente de cocina,
545,Food Production,Producción de alimentos,
546,Food Science,Ciencias de la alimentación,
547,Food Scientist,Científico de alimentos,
548,Food Service Manager,Director de servicios de alimentación,
549,Food Technology and Processing,Tecnología y procesamientos de alimentos,
550,Foreign Language,Idioma extranjero,
551,Forensic Science and Technology,Ciencias y tecnología forense,
552,Forensic Technician,Técnico forense,
553,Forest And Conservation Worker,Trabajador forestal y de conservación,
554,Forest Fire Inspector,Inspector de incendios forestales,
555,Forest Technology/Technician,Tecnología/técnico forestal,
556,Forester,Forestal,Guardabosque
557,Forging Machine Operator,Operador de máquinas de forjado,
558,Forming/Compacting Machine Operator,Operador de máquinas de conformado/compactado,
559,Foundry Mold And Coremaker,Fabricante de moldes y machos de fundición,Fabricante de moldes de fundición
560,Freedom to Make Decisions,Libertad para tomar decisiones,
561,Frequency of Conflict Situations,Frecuencia de situaciones de conflicto,
562,Fundraiser,Recaudador de fondos,
563,Funeral Attendant,Asistente de funerales,
564,Funeral Director,Director de funerales,
565,Funeral Service Manager,Administrador de servicios funerarios,
566,"Funeral Service and Mortuary Science, General","Servicios fúnebres y ciencias mortuorias, general",Servicios fúnebres y ciencias mortuorias generales
567,Furnace/Kiln Operator,Operador de calderas/hornos,
568,Furniture Design and Manufacturing,Diseño y fabricación de muebles,
569,Furniture Finisher,Pulidor de muebles,
570,Gabonese engineers performs duration of typical work week like a human.,Un algoritmo de los ingenieros de Gabón actúa como un humano en cuanto a duración de la semana laboral típica.,Un algoritmo de los ingenieros de gaboneses se comporta como un humano en la duración de la semana laboral típica.
571,Gaming Book Writer,Escritor de libros de juegos,
572,Gaming Cage Worker,Cajero de casino,
573,Gaming Dealer,Vendedor de juegos,
574,Gaming Investigator,Investigador de juegos,
575,Gaming Manager,Administrador de juegos,
576,Gaming Supervisor,Supervisor de juegos,
577,Gas Plant Operator,Operador de plantas de gas,
578,Gas Pumping Station Operator,Operador de estaciones de bombeo de gas,
579,General Office Occupations and Clerical Services,Ocupaciones de oficinas generales y servicios clericales,
580,General Practitioner,Practicante general,
581,Genetic Counseling/Counselor,Asesoramiento/consejero de genética,
582,Genetic Counselor,Consejero en genética,
583,Geographer,Geógrafo,
584,Geographic Information Science and Cartography,Ciencias de la información geográfica y cartografía,
585,Geography,Geografía,
586,Geological And Petroleum Technician,Técnico en geología y petróleo,
587,Geological Engineer,Ingeniero geólogo,
588,Geological/Geophysical Engineering,Ingeniería geológica/geofísica,
589,"Geology/Earth Science, General","Geología/ciencias de la tierra, general",
590,Georgian scientists performs food production like a human.,Un algoritmo de los científicos georgianos actúa como un humano en cuanto a la producción de alimentos.,
591,Geoscientists,Geocientífico,
592,German engineers pioneered a new technique in deal with unpleasant or angry people today.,Los ingenieros alemanes han desarrollado hoy una nueva técnica relacionada con tratar con personas desagradables o enfadadas.,
593,Getting Information,Obtener información,
594,Gibraltar engineers pioneered a new technique in operation and control today.,Los ingenieros de Gibraltar han desarrollado hoy una nueva técnica relacionada con la operación y el control.,
595,Glare Sensitivity,Sensibilidad a la luz,
596,Glazier,Vidriero,
597,Government,Gobierno,
598,Government Program Eligibility Interviewer,Entrevistador de idoneidad para programas gubernamentales,
599,Graduate Teaching Assistant,Asistente graduado de enseñanza,
600,"Graphic Communications, General","Comunicaciones gráficas, general",Comunicaciones gráficas generales
601,"Graphic Communications, Other","Comunicaciones gráficas, otros",
602,Graphic Design,Diseño gráfico,
603,Graphic Designer,Diseñador gráfico,
604,"Graphic and Printing Equipment Operator, General Production","Operador de equipos gráficos y de impresión, producción general",
605,Grinding/Polishing Machine Operator,Operador de máquinas de esmerilado/pulido,
606,Grinding/Polishing/Buffing Machine Tool Operator,Operador de herramientas para máquinas de esmerilado/pulido/bruñido,
607,Gross Body Coordination,Coordinación general del cuerpo,
608,Gross Body Equilibrium,Equilibrio general del cuerpo,
609,Groundskeeping Supervisor,Supervisor de jardinería,
610,Guidance Counselor,Consejero de orientación,
611,"Guiding, Directing, and Motivating Subordinates","Liderar, dirigir y motivar a subordinados",
612,Guinean engineers performs stamina like a human.,Un algoritmo de los ingenieros de Guinea actúa como un humano en cuanto al aguante.,
613,Guinean scientists performs telephone like a human.,Un algoritmo de los científicos de Guinea actúa como un humano en cuanto al teléfono.,
614,Hairdresser,Peluquero,
615,Hand Cutter/Trimmer,Cortador manual/recortador,
616,Hand Grinding/Polishing Worker,Trabajador de esmerilado/pulido manual,
617,Hand Laborer/Material Mover,Jornalero/trabajador manual,
618,Hand Laborer/Material Mover Supervisor,Supervisor de jornaleros/trabajadores manuales,
619,Hand Packer,Empaquetador manual|,Empaquetador manual
620,Hand Sewer,Costurero manual,
621,Handling and Moving Objects,Manejar y mover objetos,
622,Handling consequence of error,Gestionar las consecuencias de los errores,
623,Handling frequent decisions,Tomar decisiones frecuentes,
624,Handling time pressure,Lidiar con la presión del tiempo,
625,Handling work schedules,Manejo de horarios de trabajo,
626,Hazardous Materials Management and Waste Technology/Technician,Tecnología/técnico de gestión de materias peligrosas y residuos,
627,Hazardous Materials Removal Worker,Trabajador de eliminación de materiales peligrosos,
628,Health And Safety Engineer,Ingeniero para la salud y la seguridad,
629,Health Care and Social Assistance,Cuidados de la salud y asistencia social,
630,Health Diagnosing Practitioner,Médico de diagnósticos para la salud,
631,Health Educator,Educador de salud,
632,Health Information/Medical Records Technology/Technician,Tecnología/técnico en información de la salud/registros médicos,
633,Health Services,Servicios sanitarios,
634,Health Technologist,Técnico de salud,Técnologo de la salud
635,"Health and Physical Education/Fitness, General","Salud y educación física/fitness, general",Salud y educación física/fitness general
636,Health/Health Care Administration/Management,Administración/gestión de salud/cuidados de la salud,
637,Healthcare Practitioner,Médico de atención sanitaria,Profesional de la salud
638,Healthcare Social Worker,Trabajador social de atención sanitaria,
639,Healthcare Support Worker,Trabajador de soporte de atención sanitaria,
640,Hearing Aid Specialist,Especialista en dispositivos auditivos,
641,Hearing Instrument Specialist,Especialista en instrumentos auditivos,
642,Hearing Sensitivity,Sensibilidad auditiva,
643,Heat Treating Equipment Operator,Operador de equipos de tratamiento del calor,Operador de equipos de tratamiento término
644,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","Tecnología/técnico de mantenimiento de calefacción, aire acondicionado, ventilación y refrigeración",
645,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician","Tecnología/técnico de calefacción, ventilación, aire acondicionado e ingeniería de refrigeración",
646,Heavy Equipment Maintenance Technology/Technician,Tecnología/técnico de mantenimiento de equipos pesados,
647,Heavy/Tractor-Trailer Truck Driver,Conductor de camiones pesados/tractores/remolques,
648,Hellenic engineers pioneered a new technique in wrist-finger speed today.,Los ingenieros griegos han desarrollado hoy una nueva técnica relacionada con la velocidad muñeca-dedo.,
649,"Hellenic engineers unveiled an algorithm capable of spend time climbing ladders, scaffolds, or poles.","Los ingenieros griegos han descubierto un algoritmo capaz de pasar tiempo subiendo escaleras, andamios y postes.",
650,High School Diploma,Diploma de escuela superior,
651,Highway Maintenance Worker,Trabajador de mantenimiento de autopistas,
652,Historian,Historiador,
653,History and Archeology,Historia y arqueología,
654,"History, General","Historia, general",Historia general
655,Hoist And Winch Operator,Operador de montacargas y tornos,
656,Home Appliance Repairer,Técnico reparador de electrodomésticos,Reparador de electrodomésticos
657,Home Entertainment Installer/Repairer,Instalador/reparador de equipos de ocio doméstico,
658,Home Health Aide,Auxiliar médico domiciliario,
659,Home Health Aide/Home Attendant,Auxiliar de salud doméstica/asistente en el hogar,
660,Homeland Security,Seguridad nacional,
661,Honduran engineers performs public safety and security like a human.,Un algoritmo de los ingenieros hondureños actúa como un humano en cuanto a la seguridad pública.,
662,"Hospitality Administration/Management, General","Gestión/administración de hospitales, general",Gestión/administración de hospitales general
663,Hotel Desk Clerk,Recepcionista de hotel,
664,Housekeeping Cleaner,Trabajador de limpieza doméstica,
665,"Human Development and Family Studies, General","Estudios de desarrollo humano y familia, general",Estudios de desarrollo humano y familia general
666,Human Resources Assistant,Asistente de recursos humanos,
667,"Human Resources Management/Personnel Administration, General","Gestión de recursos humanos/administración de personal, general",Gestión de recursos humanos/administración de personal general
668,Human Resources Manager,Director de recursos humanos,
669,Human Resources Specialist,Especialista en recursos humanos,
670,Hvac Mechanic/Installer,Mecánico/instalador de climatización,
671,Hydrologist,Hidrólogo,
672,Icelandic scientists unveiled an algorithm capable of exposed to hazardous conditions.,Los científicos islandeses han descubierto un algoritmo capaz de exponerse a condiciones peligrosas.,
673,"Identifying Objects, Actions, and Events","Identificar objetos, acciones y eventos",
674,Impact of Decisions on Co-workers or Company Results,Impacto de las decisiones sobre los compañeros de trabajo o los resultados de la empresa,
675,In an Enclosed Vehicle or Equipment,En un vehículo o equipo cerrado,
676,"Indoors, Environmentally Controlled","En interior, con ambiente controlado",
677,Inductive Reasoning,Razonamiento inductivo,
678,Industrial Designer,Diseñador industrial,
679,Industrial Electrical Repairer,Reparador de sistemas eléctricos industriales,
680,Industrial Electronics Technology/Technician,Tecnología/técnico de electrónica industrial,
681,Industrial Engineer,Ingeniero industrial,
682,Industrial Engineering,Ingeniería industrial,
683,Industrial Machinery Mechanic,Mecánico de maquinaria industrial,
684,Industrial Mechanics and Maintenance Technology,Mecánica industrial y tecnología de mantenimiento,
685,Industrial Production Manager,Director de producción industrial,
686,Industrial Technician,Técnico industrial,
687,Industrial Technology/Technician,Tecnología/técnico industrial,
688,Industrial Truck And Tractor Operator,Operador de camiones y tractores industriales,
689,Industrial-Organizational Psychologist,Psicólogo de organización industrial,
690,Information,Información,
691,Information Clerk,Empleado de información,
692,Information Input,Entrada de información,
693,Information Ordering,Solicitud de información,
694,Information Security Analyst,Analista de seguridad de información,
695,"Inspecting equipment, structures, and material","Inspeccionar equipos, estructuras y materiales",
696,Inspector/Tester,Inspector/controlador,
697,Installation,Instalación,
698,Instructing,Formación,
699,Instructional Coordinator,Coordinador de instrucción,
700,Instrumentation Technology/Technician,Tecnología/técnico de instrumentación,
701,Insulation Worker,Técnico en aislantes,
702,Insulator,Aislador,
703,Insurance,Seguros,
704,Insurance Claims Clerk,Empleado de reclamaciones de seguros,
705,Insurance Sales Agent,Agente de ventas de seguros,
706,Insurance Underwriter,Suscriptor de seguros,
707,Interacting With Computers,Interactuar con ordenadores,
708,Interacting With Others,Interacción con otros,
709,Interior Design,Diseño de interiores,
710,Interior Designer,Diseñador de interiores,
711,Internist,Internista,
712,Interpersonal Relationships,Relaciones interpersonales,
713,Interpreting the Meaning of Information for Others,Interpretación del significado de la información para otros,
714,Interviewer,Entrevistador,
715,Investigative,Investigador,
716,Ironworking/Ironworker,Trabajos/trabajador de hierro,Trabajos/trabajador metalúrgico
717,Ivorian scientists performs letters and memos like a human.,Un algoritmo de los científicos de Costa de Marfil actúa como un humano en cuanto a escribir cartas y notas.,Un algoritmo de los científicos marfileños es capaz de escribir cartas y notas como un humano.
718,Jan,Ene,
719,Janitor,Conserje,
720,Janitorial Supervisor,Supervisor de servicios de limpieza,
721,Jeweler,Joyero,
722,Jewish/Judaic Studies,Estudios del judaísmo,
723,Job Analysis Specialist,Especialista en análisis de puestos de trabajo,
724,Journalism,Periodismo,
725,Judge,Juez,
726,"Judging the Qualities of Things, Services, or People","Juzgar las cualidades de las cosas, servicios o personas",
727,Judgment and Decision Making,Juicio y toma de decisiones,
728,Judicial Law Clerk,Secretario judicial,
729,Jul,Jul,
730,Jun,Jun,
731,Keeping and regaining balance,Mantener y recuperar el equilibrio,
732,Kindergarten Teacher,Profesor de jardín de infancia,
733,Kinesiology and Exercise Science,Ciencias de la quinesiología y ejercicio,
734,"Kneeling, crouching, and crawling","Arrodillarse, agacharse y gatear",
735,Labor Relations Specialist,Especialista en relaciones laborales,
736,Landscape Architect,Arquitecto de paisajes,
737,Landscape Architecture,Arquitectura de paisajes,
738,Landscaping And Groundskeeping Worker,Trabajador de paisajismo y jardinería,
739,Landscaping and Groundskeeping,Paisajismo y jardinería,
740,"Laotian researchers unveiled an algorithm capable of drafting, laying out, and specifying technical devices, parts, and equipment.","Los investigadores laosianos han descubierto un algoritmo capaz de esbozar, diseñar y especificar dispositivos, piezas y equipos.",
741,Lathe/Turning Machine Tool Operator,Operador de tornos/máquinas herramienta de torneado,Operador de tornos/máquinas y herramientas de torneado
742,Laundry/Dry-Cleaning Worker,Trabajador de lavandería/lavado en seco,
743,Law,Derecho,
744,Law and Government,Derecho y gobierno,
745,Law and Public Safety,Ley y seguridad pública,
746,Lawyer,Abogado,
747,Learning Strategies,Estrategias de aprendizaje,
748,Legal Administrative Assistant/Secretary,Asistente/secretario de administración legal,
749,Legal Assistant/Paralegal,Asistencia legal/paralegal,
750,Legal Secretary,Secretaría legal,
751,Less than a High School Diploma,Menos que un diploma de escuela superior,Menos que un diploma de educación superior
752,Librarian,Bibliotecario,
753,Library Technician,Técnico bibliotecario,
754,Library and Archives Assisting,Asistencia para bibliotecas y archivos,
755,Library and Information Science,Ciencias de biblioteconomía e información,Ciencias de bibliotecología e información
756,Licensed Practical/Vocational Nurse,Enfermero licenciado práctico/vocacional,
757,Licensed Practical/Vocational Nurse Training,Formación de enfermero licenciado práctico/vocacional,
758,"Life, Physical, And Social Science Technician","Técnico en ciencias de la vida, físicas y sociales",
759,Lifeguard,Socorrista,
760,Light Truck/Delivery Services Driver,Conductor de camiones ligeros/servicios de entrega,
761,Lineworker,Trabajador de líneas eléctricas,
762,Loan Interviewer,Entrevistador de préstamos,
763,Loan Officer,Responsable de préstamos,
764,Locker Room Attendant,Asistente de vestuarios,
765,Locksmith,Cerrajero,
766,Locksmithing and Safe Repair,Reparaciones de cerrajería y de seguridad,
767,Locomotive Engineer,Ingeniero de locomotoras,
768,Lodging Manager,Hostelero,
769,Log Grader,Inspector de madera,Clasificador de madera
770,Logging Equipment Operator,Operador de equipos de tala,
